type	TP	TP.baseline	FP	FN	precision	recall	F1	qual	method	graph	sample	depth
Total	252	252	0	1067	1	0.1911	0.3209	413.6	svtyper	truth	s1	13
INS	0	0	0	668	NA	0	NA	413.6	svtyper	truth	s1	13
DEL	252	252	0	399	1	0.3871	0.5581	413.6	svtyper	truth	s1	13
Total	188	188	0	1131	1	0.1425	0.2495	490.230000000001	svtyper	truth	s1	13
INS	0	0	0	668	NA	0	NA	490.230000000001	svtyper	truth	s1	13
DEL	188	188	0	463	1	0.2888	0.4482	490.230000000001	svtyper	truth	s1	13
Total	136	136	0	1183	1	0.1031	0.1869	561.31	svtyper	truth	s1	13
INS	0	0	0	668	NA	0	NA	561.31	svtyper	truth	s1	13
DEL	136	136	0	515	1	0.2089	0.3456	561.31	svtyper	truth	s1	13
Total	63	63	0	1256	1	0.0478	0.0912	667.660000000001	svtyper	truth	s1	13
INS	0	0	0	668	NA	0	NA	667.660000000001	svtyper	truth	s1	13
DEL	63	63	0	588	1	0.0968	0.1765	667.660000000001	svtyper	truth	s1	13
Total	2	2	0	1317	1	0.0015	0.003	1063.53	svtyper	truth	s1	13
INS	0	0	0	668	NA	0	NA	1063.53	svtyper	truth	s1	13
DEL	2	2	0	649	1	0.0031	0.0062	1063.53	svtyper	truth	s1	13
Total	805	805	0	514	1	0.6103	0.758	0	delly	truth	s1	13
INS	157	157	0	511	1	0.235	0.3806	0	delly	truth	s1	13
DEL	648	648	0	3	1	0.9954	0.9977	0	delly	truth	s1	13
Total	973	973	0	346	1	0.7377	0.8491	0	bayestyper	truth	s1	13
INS	505	505	0	163	1	0.756	0.861	0	bayestyper	truth	s1	13
DEL	468	468	0	183	1	0.7189	0.8365	0	bayestyper	truth	s1	13
Total	973	973	0	346	1	0.7377	0.8491	20.0877	bayestyper	truth	s1	13
INS	505	505	0	163	1	0.756	0.861	20.0877	bayestyper	truth	s1	13
DEL	468	468	0	183	1	0.7189	0.8365	20.0877	bayestyper	truth	s1	13
Total	944	944	0	375	1	0.7157	0.8343	99	bayestyper	truth	s1	13
INS	499	499	0	169	1	0.747	0.8552	99	bayestyper	truth	s1	13
DEL	445	445	0	206	1	0.6836	0.8121	99	bayestyper	truth	s1	13
Total	979	979	0	344	1	0.74	0.8506	0	toilvg	calls	s2	13
INS	655	655	0	0	1	1	1	0	toilvg	calls	s2	13
DEL	324	324	0	344	1	0.485	0.6532	0	toilvg	calls	s2	13
Total	979	979	0	344	1	0.74	0.8506	17	toilvg	calls	s2	13
INS	655	655	0	0	1	1	1	17	toilvg	calls	s2	13
DEL	324	324	0	344	1	0.485	0.6532	17	toilvg	calls	s2	13
Total	882	882	0	441	1	0.6667	0.8	130	toilvg	calls	s2	13
INS	621	621	0	34	1	0.9481	0.9734	130	toilvg	calls	s2	13
DEL	261	261	0	407	1	0.3907	0.5619	130	toilvg	calls	s2	13
Total	788	788	0	535	1	0.5956	0.7466	170	toilvg	calls	s2	13
INS	564	564	0	91	1	0.8611	0.9254	170	toilvg	calls	s2	13
DEL	224	224	0	444	1	0.3353	0.5022	170	toilvg	calls	s2	13
Total	686	686	0	637	1	0.5185	0.6829	197	toilvg	calls	s2	13
INS	501	501	0	154	1	0.7649	0.8668	197	toilvg	calls	s2	13
DEL	185	185	0	483	1	0.2769	0.4337	197	toilvg	calls	s2	13
Total	587	587	0	736	1	0.4437	0.6147	226.7606	toilvg	calls	s2	13
INS	442	442	0	213	1	0.6748	0.8058	226.7606	toilvg	calls	s2	13
DEL	145	145	0	523	1	0.2171	0.3567	226.7606	toilvg	calls	s2	13
Total	490	490	0	833	1	0.3704	0.5406	266	toilvg	calls	s2	13
INS	380	380	0	275	1	0.5802	0.7343	266	toilvg	calls	s2	13
DEL	110	110	0	558	1	0.1647	0.2828	266	toilvg	calls	s2	13
Total	392	392	0	931	1	0.2963	0.4571	348.7578	toilvg	calls	s2	13
INS	324	324	0	331	1	0.4947	0.6619	348.7578	toilvg	calls	s2	13
DEL	68	68	0	600	1	0.1018	0.1848	348.7578	toilvg	calls	s2	13
Total	294	294	0	1029	1	0.2222	0.3636	441.024	toilvg	calls	s2	13
INS	253	253	0	402	1	0.3863	0.5573	441.024	toilvg	calls	s2	13
DEL	41	41	0	627	1	0.0614	0.1157	441.024	toilvg	calls	s2	13
Total	196	196	0	1127	1	0.1481	0.258	496.7972	toilvg	calls	s2	13
INS	174	174	0	481	1	0.2656	0.4197	496.7972	toilvg	calls	s2	13
DEL	22	22	0	646	1	0.0329	0.0637	496.7972	toilvg	calls	s2	13
Total	98	98	0	1225	1	0.0741	0.138	557.7462	toilvg	calls	s2	13
INS	89	89	0	566	1	0.1359	0.2393	557.7462	toilvg	calls	s2	13
DEL	9	9	0	659	1	0.0135	0.0266	557.7462	toilvg	calls	s2	13
Total	1	1	0	1322	1	8e-04	0.0016	877.169	toilvg	calls	s2	13
INS	1	1	0	654	1	0.0015	0.003	877.169	toilvg	calls	s2	13
DEL	0	0	0	668	NA	0	NA	877.169	toilvg	calls	s2	13
Total	601	601	0	722	1	0.4543	0.6248	0	svtyper	calls	s2	13
INS	0	0	0	655	NA	0	NA	0	svtyper	calls	s2	13
DEL	601	601	0	67	1	0.8997	0.9472	0	svtyper	calls	s2	13
Total	601	601	0	722	1	0.4543	0.6248	4.64	svtyper	calls	s2	13
INS	0	0	0	655	NA	0	NA	4.64	svtyper	calls	s2	13
DEL	601	601	0	67	1	0.8997	0.9472	4.64	svtyper	calls	s2	13
Total	541	541	0	782	1	0.4089	0.5805	53.85	svtyper	calls	s2	13
INS	0	0	0	655	NA	0	NA	53.85	svtyper	calls	s2	13
DEL	541	541	0	127	1	0.8099	0.895	53.85	svtyper	calls	s2	13
Total	483	483	0	840	1	0.3651	0.5349	86.85	svtyper	calls	s2	13
INS	0	0	0	655	NA	0	NA	86.85	svtyper	calls	s2	13
DEL	483	483	0	185	1	0.7231	0.8393	86.85	svtyper	calls	s2	13
Total	421	421	0	902	1	0.3182	0.4828	116.92	svtyper	calls	s2	13
INS	0	0	0	655	NA	0	NA	116.92	svtyper	calls	s2	13
DEL	421	421	0	247	1	0.6302	0.7732	116.92	svtyper	calls	s2	13
Total	371	371	0	952	1	0.2804	0.438	147.94	svtyper	calls	s2	13
INS	0	0	0	655	NA	0	NA	147.94	svtyper	calls	s2	13
DEL	371	371	0	297	1	0.5554	0.7142	147.94	svtyper	calls	s2	13
Total	302	302	0	1021	1	0.2283	0.3717	197.82	svtyper	calls	s2	13
INS	0	0	0	655	NA	0	NA	197.82	svtyper	calls	s2	13
DEL	302	302	0	366	1	0.4521	0.6227	197.82	svtyper	calls	s2	13
Total	255	255	0	1068	1	0.1927	0.3231	236.38	svtyper	calls	s2	13
INS	0	0	0	655	NA	0	NA	236.38	svtyper	calls	s2	13
DEL	255	255	0	413	1	0.3817	0.5525	236.38	svtyper	calls	s2	13
Total	191	191	0	1132	1	0.1444	0.2524	295.44	svtyper	calls	s2	13
INS	0	0	0	655	NA	0	NA	295.44	svtyper	calls	s2	13
DEL	191	191	0	477	1	0.2859	0.4447	295.44	svtyper	calls	s2	13
Total	135	135	0	1188	1	0.102	0.1851	354.51	svtyper	calls	s2	13
INS	0	0	0	655	NA	0	NA	354.51	svtyper	calls	s2	13
DEL	135	135	0	533	1	0.2021	0.3362	354.51	svtyper	calls	s2	13
Total	61	61	0	1262	1	0.0461	0.0881	502.22	svtyper	calls	s2	13
INS	0	0	0	655	NA	0	NA	502.22	svtyper	calls	s2	13
DEL	61	61	0	607	1	0.0913	0.1673	502.22	svtyper	calls	s2	13
Total	1	1	0	1322	1	8e-04	0.0016	1093.07	svtyper	calls	s2	13
INS	0	0	0	655	NA	0	NA	1093.07	svtyper	calls	s2	13
DEL	1	1	0	667	1	0.0015	0.003	1093.07	svtyper	calls	s2	13
Total	140	140	0	1183	1	0.1058	0.1914	0	delly	calls	s2	13
INS	33	33	0	622	1	0.0504	0.096	0	delly	calls	s2	13
DEL	107	107	0	561	1	0.1602	0.2762	0	delly	calls	s2	13
Total	408	408	0	915	1	0.3084	0.4714	0	bayestyper	calls	s2	13
INS	399	399	0	256	1	0.6092	0.7571	0	bayestyper	calls	s2	13
DEL	9	9	0	659	1	0.0135	0.0266	0	bayestyper	calls	s2	13
Total	408	408	0	915	1	0.3084	0.4714	21.6749	bayestyper	calls	s2	13
INS	399	399	0	256	1	0.6092	0.7571	21.6749	bayestyper	calls	s2	13
DEL	9	9	0	659	1	0.0135	0.0266	21.6749	bayestyper	calls	s2	13
Total	403	403	0	920	1	0.3046	0.467	99	bayestyper	calls	s2	13
INS	394	394	0	261	1	0.6015	0.7512	99	bayestyper	calls	s2	13
DEL	9	9	0	659	1	0.0135	0.0266	99	bayestyper	calls	s2	13
Total	1316	1316	0	7	1	0.9947	0.9973	0	toilvg	truth	s2	13
INS	655	655	0	0	1	1	1	0	toilvg	truth	s2	13
DEL	661	661	0	7	1	0.9895	0.9947	0	toilvg	truth	s2	13
Total	1316	1316	0	7	1	0.9947	0.9973	52	toilvg	truth	s2	13
INS	655	655	0	0	1	1	1	52	toilvg	truth	s2	13
DEL	661	661	0	7	1	0.9895	0.9947	52	toilvg	truth	s2	13
Total	1188	1188	0	135	1	0.898	0.9463	143	toilvg	truth	s2	13
INS	591	591	0	64	1	0.9023	0.9486	143	toilvg	truth	s2	13
DEL	597	597	0	71	1	0.8937	0.9439	143	toilvg	truth	s2	13
Total	1053	1053	0	270	1	0.7959	0.8864	182	toilvg	truth	s2	13
INS	533	533	0	122	1	0.8137	0.8973	182	toilvg	truth	s2	13
DEL	520	520	0	148	1	0.7784	0.8754	182	toilvg	truth	s2	13
Total	922	922	0	401	1	0.6969	0.8214	212	toilvg	truth	s2	13
INS	472	472	0	183	1	0.7206	0.8376	212	toilvg	truth	s2	13
DEL	450	450	0	218	1	0.6737	0.805	212	toilvg	truth	s2	13
Total	790	790	0	533	1	0.5971	0.7477	241.287	toilvg	truth	s2	13
INS	425	425	0	230	1	0.6489	0.7871	241.287	toilvg	truth	s2	13
DEL	365	365	0	303	1	0.5464	0.7067	241.287	toilvg	truth	s2	13
Total	658	658	0	665	1	0.4974	0.6644	289.364	toilvg	truth	s2	13
INS	371	371	0	284	1	0.5664	0.7232	289.364	toilvg	truth	s2	13
DEL	287	287	0	381	1	0.4296	0.601	289.364	toilvg	truth	s2	13
Total	526	526	0	797	1	0.3976	0.569	378.522	toilvg	truth	s2	13
INS	325	325	0	330	1	0.4962	0.6633	378.522	toilvg	truth	s2	13
DEL	201	201	0	467	1	0.3009	0.4626	378.522	toilvg	truth	s2	13
Total	395	395	0	928	1	0.2986	0.4599	444.536	toilvg	truth	s2	13
INS	260	260	0	395	1	0.3969	0.5683	444.536	toilvg	truth	s2	13
DEL	135	135	0	533	1	0.2021	0.3362	444.536	toilvg	truth	s2	13
Total	264	264	0	1059	1	0.1995	0.3326	500	toilvg	truth	s2	13
INS	179	179	0	476	1	0.2733	0.4293	500	toilvg	truth	s2	13
DEL	85	85	0	583	1	0.1272	0.2257	500	toilvg	truth	s2	13
Total	132	132	0	1191	1	0.0998	0.1815	567.725	toilvg	truth	s2	13
INS	92	92	0	563	1	0.1405	0.2464	567.725	toilvg	truth	s2	13
DEL	40	40	0	628	1	0.0599	0.113	567.725	toilvg	truth	s2	13
Total	1	1	0	1322	1	8e-04	0.0016	878.578	toilvg	truth	s2	13
INS	1	1	0	654	1	0.0015	0.003	878.578	toilvg	truth	s2	13
DEL	0	0	0	668	NA	0	NA	878.578	toilvg	truth	s2	13
Total	638	638	0	685	1	0.4822	0.6507	0	svtyper	truth	s2	13
INS	0	0	0	655	NA	0	NA	0	svtyper	truth	s2	13
DEL	638	638	0	30	1	0.9551	0.977	0	svtyper	truth	s2	13
Total	638	638	0	685	1	0.4822	0.6507	4.68	svtyper	truth	s2	13
INS	0	0	0	655	NA	0	NA	4.68	svtyper	truth	s2	13
DEL	638	638	0	30	1	0.9551	0.977	4.68	svtyper	truth	s2	13
Total	574	574	0	749	1	0.4339	0.6052	85.926	svtyper	truth	s2	13
INS	0	0	0	655	NA	0	NA	85.926	svtyper	truth	s2	13
DEL	574	574	0	94	1	0.8593	0.9243	85.926	svtyper	truth	s2	13
Total	510	510	0	813	1	0.3855	0.5565	125.24	svtyper	truth	s2	13
INS	0	0	0	655	NA	0	NA	125.24	svtyper	truth	s2	13
DEL	510	510	0	158	1	0.7635	0.8659	125.24	svtyper	truth	s2	13
Total	446	446	0	877	1	0.3371	0.5042	176.786	svtyper	truth	s2	13
INS	0	0	0	655	NA	0	NA	176.786	svtyper	truth	s2	13
DEL	446	446	0	222	1	0.6677	0.8007	176.786	svtyper	truth	s2	13
Total	383	383	0	940	1	0.2895	0.449	218.848	svtyper	truth	s2	13
INS	0	0	0	655	NA	0	NA	218.848	svtyper	truth	s2	13
DEL	383	383	0	285	1	0.5734	0.7289	218.848	svtyper	truth	s2	13
Total	319	319	0	1004	1	0.2411	0.3885	289.275	svtyper	truth	s2	13
INS	0	0	0	655	NA	0	NA	289.275	svtyper	truth	s2	13
DEL	319	319	0	349	1	0.4775	0.6464	289.275	svtyper	truth	s2	13
Total	255	255	0	1068	1	0.1927	0.3231	372.238	svtyper	truth	s2	13
INS	0	0	0	655	NA	0	NA	372.238	svtyper	truth	s2	13
DEL	255	255	0	413	1	0.3817	0.5525	372.238	svtyper	truth	s2	13
Total	193	193	0	1130	1	0.1459	0.2546	472.26	svtyper	truth	s2	13
INS	0	0	0	655	NA	0	NA	472.26	svtyper	truth	s2	13
DEL	193	193	0	475	1	0.2889	0.4483	472.26	svtyper	truth	s2	13
Total	131	131	0	1192	1	0.099	0.1802	561.31	svtyper	truth	s2	13
INS	0	0	0	655	NA	0	NA	561.31	svtyper	truth	s2	13
DEL	131	131	0	537	1	0.1961	0.3279	561.31	svtyper	truth	s2	13
Total	71	71	0	1252	1	0.0537	0.1019	649.93	svtyper	truth	s2	13
INS	0	0	0	655	NA	0	NA	649.93	svtyper	truth	s2	13
DEL	71	71	0	597	1	0.1063	0.1922	649.93	svtyper	truth	s2	13
Total	1	1	0	1322	1	8e-04	0.0016	1093.07	svtyper	truth	s2	13
INS	0	0	0	655	NA	0	NA	1093.07	svtyper	truth	s2	13
DEL	1	1	0	667	1	0.0015	0.003	1093.07	svtyper	truth	s2	13
Total	830	830	0	493	1	0.6274	0.771	0	delly	truth	s2	13
INS	165	165	0	490	1	0.2519	0.4024	0	delly	truth	s2	13
DEL	665	665	0	3	1	0.9955	0.9977	0	delly	truth	s2	13
Total	942	942	0	381	1	0.712	0.8318	0	bayestyper	truth	s2	13
INS	501	501	0	154	1	0.7649	0.8668	0	bayestyper	truth	s2	13
DEL	441	441	0	227	1	0.6602	0.7953	0	bayestyper	truth	s2	13
Total	942	942	0	381	1	0.712	0.8318	20.2687	bayestyper	truth	s2	13
INS	501	501	0	154	1	0.7649	0.8668	20.2687	bayestyper	truth	s2	13
DEL	441	441	0	227	1	0.6602	0.7953	20.2687	bayestyper	truth	s2	13
Total	905	905	0	418	1	0.6841	0.8124	99	bayestyper	truth	s2	13
INS	492	492	0	163	1	0.7511	0.8579	99	bayestyper	truth	s2	13
DEL	413	413	0	255	1	0.6183	0.7641	99	bayestyper	truth	s2	13
Total	1026	1026	0	332	1	0.7555	0.8607	0	toilvg	calls	s0	20
INS	677	677	0	0	1	1	1	0	toilvg	calls	s0	20
DEL	349	349	0	332	1	0.5125	0.6777	0	toilvg	calls	s0	20
Total	1026	1026	0	332	1	0.7555	0.8607	15	toilvg	calls	s0	20
INS	677	677	0	0	1	1	1	15	toilvg	calls	s0	20
DEL	349	349	0	332	1	0.5125	0.6777	15	toilvg	calls	s0	20
Total	923	923	0	435	1	0.6797	0.8093	198.5	toilvg	calls	s0	20
INS	662	662	0	15	1	0.9778	0.9888	198.5	toilvg	calls	s0	20
DEL	261	261	0	420	1	0.3833	0.5542	198.5	toilvg	calls	s0	20
Total	821	821	0	537	1	0.6046	0.7536	275	toilvg	calls	s0	20
INS	597	597	0	80	1	0.8818	0.9372	275	toilvg	calls	s0	20
DEL	224	224	0	457	1	0.3289	0.495	275	toilvg	calls	s0	20
Total	718	718	0	640	1	0.5287	0.6917	314.3845	toilvg	calls	s0	20
INS	525	525	0	152	1	0.7755	0.8736	314.3845	toilvg	calls	s0	20
DEL	193	193	0	488	1	0.2834	0.4416	314.3845	toilvg	calls	s0	20
Total	616	616	0	742	1	0.4536	0.6241	352	toilvg	calls	s0	20
INS	454	454	0	223	1	0.6706	0.8028	352	toilvg	calls	s0	20
DEL	162	162	0	519	1	0.2379	0.3844	352	toilvg	calls	s0	20
Total	513	513	0	845	1	0.3778	0.5484	399.8115	toilvg	calls	s0	20
INS	382	382	0	295	1	0.5643	0.7215	399.8115	toilvg	calls	s0	20
DEL	131	131	0	550	1	0.1924	0.3227	399.8115	toilvg	calls	s0	20
Total	410	410	0	948	1	0.3019	0.4638	498.973	toilvg	calls	s0	20
INS	323	323	0	354	1	0.4771	0.646	498.973	toilvg	calls	s0	20
DEL	87	87	0	594	1	0.1278	0.2266	498.973	toilvg	calls	s0	20
Total	308	308	0	1050	1	0.2268	0.3697	658.258	toilvg	calls	s0	20
INS	267	267	0	410	1	0.3944	0.5657	658.258	toilvg	calls	s0	20
DEL	41	41	0	640	1	0.0602	0.1136	658.258	toilvg	calls	s0	20
Total	206	206	0	1152	1	0.1517	0.2634	742.309	toilvg	calls	s0	20
INS	185	185	0	492	1	0.2733	0.4293	742.309	toilvg	calls	s0	20
DEL	21	21	0	660	1	0.0308	0.0598	742.309	toilvg	calls	s0	20
Total	103	103	0	1255	1	0.0758	0.1409	820.8685	toilvg	calls	s0	20
INS	92	92	0	585	1	0.1359	0.2393	820.8685	toilvg	calls	s0	20
DEL	11	11	0	670	1	0.0162	0.0319	820.8685	toilvg	calls	s0	20
Total	1	1	0	1357	1	7e-04	0.0014	1138	toilvg	calls	s0	20
INS	0	0	0	677	NA	0	NA	1138	toilvg	calls	s0	20
DEL	1	1	0	680	1	0.0015	0.003	1138	toilvg	calls	s0	20
Total	628	628	0	730	1	0.4624	0.6324	0	svtyper	calls	s0	20
INS	0	0	0	677	NA	0	NA	0	svtyper	calls	s0	20
DEL	628	628	0	53	1	0.9222	0.9595	0	svtyper	calls	s0	20
Total	628	628	0	730	1	0.4624	0.6324	4.68	svtyper	calls	s0	20
INS	0	0	0	677	NA	0	NA	4.68	svtyper	calls	s0	20
DEL	628	628	0	53	1	0.9222	0.9595	4.68	svtyper	calls	s0	20
Total	567	567	0	791	1	0.4175	0.5891	95.87	svtyper	calls	s0	20
INS	0	0	0	677	NA	0	NA	95.87	svtyper	calls	s0	20
DEL	567	567	0	114	1	0.8326	0.9087	95.87	svtyper	calls	s0	20
Total	502	502	0	856	1	0.3697	0.5398	144.998	svtyper	calls	s0	20
INS	0	0	0	677	NA	0	NA	144.998	svtyper	calls	s0	20
DEL	502	502	0	179	1	0.7372	0.8487	144.998	svtyper	calls	s0	20
Total	440	440	0	918	1	0.324	0.4894	197.75	svtyper	calls	s0	20
INS	0	0	0	677	NA	0	NA	197.75	svtyper	calls	s0	20
DEL	440	440	0	241	1	0.6461	0.785	197.75	svtyper	calls	s0	20
Total	377	377	0	981	1	0.2776	0.4346	265.484	svtyper	calls	s0	20
INS	0	0	0	677	NA	0	NA	265.484	svtyper	calls	s0	20
DEL	377	377	0	304	1	0.5536	0.7127	265.484	svtyper	calls	s0	20
Total	324	324	0	1034	1	0.2386	0.3853	324.97	svtyper	calls	s0	20
INS	0	0	0	677	NA	0	NA	324.97	svtyper	calls	s0	20
DEL	324	324	0	357	1	0.4758	0.6448	324.97	svtyper	calls	s0	20
Total	264	264	0	1094	1	0.1944	0.3255	413.6	svtyper	calls	s0	20
INS	0	0	0	677	NA	0	NA	413.6	svtyper	calls	s0	20
DEL	264	264	0	417	1	0.3877	0.5588	413.6	svtyper	calls	s0	20
Total	189	189	0	1169	1	0.1392	0.2444	521.729	svtyper	calls	s0	20
INS	0	0	0	677	NA	0	NA	521.729	svtyper	calls	s0	20
DEL	189	189	0	492	1	0.2775	0.4344	521.729	svtyper	calls	s0	20
Total	131	131	0	1227	1	0.0965	0.176	649.93	svtyper	calls	s0	20
INS	0	0	0	677	NA	0	NA	649.93	svtyper	calls	s0	20
DEL	131	131	0	550	1	0.1924	0.3227	649.93	svtyper	calls	s0	20
Total	63	63	0	1295	1	0.0464	0.0887	790.515000000001	svtyper	calls	s0	20
INS	0	0	0	677	NA	0	NA	790.515000000001	svtyper	calls	s0	20
DEL	63	63	0	618	1	0.0925	0.1693	790.515000000001	svtyper	calls	s0	20
Total	1	1	0	1357	1	7e-04	0.0014	1447.58	svtyper	calls	s0	20
INS	0	0	0	677	NA	0	NA	1447.58	svtyper	calls	s0	20
DEL	1	1	0	680	1	0.0015	0.003	1447.58	svtyper	calls	s0	20
Total	145	145	0	1213	1	0.1068	0.193	0	delly	calls	s0	20
INS	32	32	0	645	1	0.0473	0.0903	0	delly	calls	s0	20
DEL	113	113	0	568	1	0.1659	0.2846	0	delly	calls	s0	20
Total	330	330	0	1028	1	0.243	0.391	0	bayestyper	calls	s0	20
INS	324	324	0	353	1	0.4786	0.6474	0	bayestyper	calls	s0	20
DEL	6	6	0	675	1	0.0088	0.0174	0	bayestyper	calls	s0	20
Total	330	330	0	1028	1	0.243	0.391	33.9793	bayestyper	calls	s0	20
INS	324	324	0	353	1	0.4786	0.6474	33.9793	bayestyper	calls	s0	20
DEL	6	6	0	675	1	0.0088	0.0174	33.9793	bayestyper	calls	s0	20
Total	329	329	0	1029	1	0.2423	0.3901	99	bayestyper	calls	s0	20
INS	323	323	0	354	1	0.4771	0.646	99	bayestyper	calls	s0	20
DEL	6	6	0	675	1	0.0088	0.0174	99	bayestyper	calls	s0	20
Total	1357	1357	0	1	1	0.9993	0.9996	0	toilvg	truth	s0	20
INS	677	677	0	0	1	1	1	0	toilvg	truth	s0	20
DEL	680	680	0	1	1	0.9985	0.9992	0	toilvg	truth	s0	20
Total	1357	1357	0	1	1	0.9993	0.9996	78	toilvg	truth	s0	20
INS	677	677	0	0	1	1	1	78	toilvg	truth	s0	20
DEL	680	680	0	1	1	0.9985	0.9992	78	toilvg	truth	s0	20
Total	1221	1221	0	137	1	0.8991	0.9469	242.6	toilvg	truth	s0	20
INS	614	614	0	63	1	0.9069	0.9512	242.6	toilvg	truth	s0	20
DEL	607	607	0	74	1	0.8913	0.9425	242.6	toilvg	truth	s0	20
Total	1087	1087	0	271	1	0.8004	0.8891	288	toilvg	truth	s0	20
INS	541	541	0	136	1	0.7991	0.8883	288	toilvg	truth	s0	20
DEL	546	546	0	135	1	0.8018	0.89	288	toilvg	truth	s0	20
Total	950	950	0	408	1	0.6996	0.8233	328.517	toilvg	truth	s0	20
INS	469	469	0	208	1	0.6928	0.8185	328.517	toilvg	truth	s0	20
DEL	481	481	0	200	1	0.7063	0.8279	328.517	toilvg	truth	s0	20
Total	819	819	0	539	1	0.6031	0.7524	371	toilvg	truth	s0	20
INS	400	400	0	277	1	0.5908	0.7428	371	toilvg	truth	s0	20
DEL	419	419	0	262	1	0.6153	0.7618	371	toilvg	truth	s0	20
Total	680	680	0	678	1	0.5007	0.6673	445	toilvg	truth	s0	20
INS	341	341	0	336	1	0.5037	0.6699	445	toilvg	truth	s0	20
DEL	339	339	0	342	1	0.4978	0.6647	445	toilvg	truth	s0	20
Total	543	543	0	815	1	0.3999	0.5713	587.6	toilvg	truth	s0	20
INS	315	315	0	362	1	0.4653	0.6351	587.6	toilvg	truth	s0	20
DEL	228	228	0	453	1	0.3348	0.5016	587.6	toilvg	truth	s0	20
Total	407	407	0	951	1	0.2997	0.4612	669.8696	toilvg	truth	s0	20
INS	264	264	0	413	1	0.39	0.5612	669.8696	toilvg	truth	s0	20
DEL	143	143	0	538	1	0.21	0.3471	669.8696	toilvg	truth	s0	20
Total	272	272	0	1086	1	0.2003	0.3337	751.9188	toilvg	truth	s0	20
INS	182	182	0	495	1	0.2688	0.4237	751.9188	toilvg	truth	s0	20
DEL	90	90	0	591	1	0.1322	0.2335	751.9188	toilvg	truth	s0	20
Total	136	136	0	1222	1	0.1001	0.182	833.3472	toilvg	truth	s0	20
INS	86	86	0	591	1	0.127	0.2254	833.3472	toilvg	truth	s0	20
DEL	50	50	0	631	1	0.0734	0.1368	833.3472	toilvg	truth	s0	20
Total	1	1	0	1357	1	7e-04	0.0014	1135.49	toilvg	truth	s0	20
INS	1	1	0	676	1	0.0015	0.003	1135.49	toilvg	truth	s0	20
DEL	0	0	0	681	NA	0	NA	1135.49	toilvg	truth	s0	20
Total	660	660	0	698	1	0.486	0.6541	0	svtyper	truth	s0	20
INS	0	0	0	677	NA	0	NA	0	svtyper	truth	s0	20
DEL	660	660	0	21	1	0.9692	0.9844	0	svtyper	truth	s0	20
Total	660	660	0	698	1	0.486	0.6541	23.75	svtyper	truth	s0	20
INS	0	0	0	677	NA	0	NA	23.75	svtyper	truth	s0	20
DEL	660	660	0	21	1	0.9692	0.9844	23.75	svtyper	truth	s0	20
Total	594	594	0	764	1	0.4374	0.6086	161.516	svtyper	truth	s0	20
INS	0	0	0	677	NA	0	NA	161.516	svtyper	truth	s0	20
DEL	594	594	0	87	1	0.8722	0.9317	161.516	svtyper	truth	s0	20
Total	528	528	0	830	1	0.3888	0.5599	233.686	svtyper	truth	s0	20
INS	0	0	0	677	NA	0	NA	233.686	svtyper	truth	s0	20
DEL	528	528	0	153	1	0.7753	0.8734	233.686	svtyper	truth	s0	20
Total	463	463	0	895	1	0.3409	0.5085	296.7	svtyper	truth	s0	20
INS	0	0	0	677	NA	0	NA	296.7	svtyper	truth	s0	20
DEL	463	463	0	218	1	0.6799	0.8095	296.7	svtyper	truth	s0	20
Total	396	396	0	962	1	0.2916	0.4515	361.482	svtyper	truth	s0	20
INS	0	0	0	677	NA	0	NA	361.482	svtyper	truth	s0	20
DEL	396	396	0	285	1	0.5815	0.7354	361.482	svtyper	truth	s0	20
Total	331	331	0	1027	1	0.2437	0.3919	472.68	svtyper	truth	s0	20
INS	0	0	0	677	NA	0	NA	472.68	svtyper	truth	s0	20
DEL	331	331	0	350	1	0.486	0.6541	472.68	svtyper	truth	s0	20
Total	266	266	0	1092	1	0.1959	0.3276	620.39	svtyper	truth	s0	20
INS	0	0	0	677	NA	0	NA	620.39	svtyper	truth	s0	20
DEL	266	266	0	415	1	0.3906	0.5618	620.39	svtyper	truth	s0	20
Total	207	207	0	1151	1	0.1524	0.2645	768.1	svtyper	truth	s0	20
INS	0	0	0	677	NA	0	NA	768.1	svtyper	truth	s0	20
DEL	207	207	0	474	1	0.304	0.4663	768.1	svtyper	truth	s0	20
Total	138	138	0	1220	1	0.1016	0.1845	886.27	svtyper	truth	s0	20
INS	0	0	0	677	NA	0	NA	886.27	svtyper	truth	s0	20
DEL	138	138	0	543	1	0.2026	0.3369	886.27	svtyper	truth	s0	20
Total	73	73	0	1285	1	0.0538	0.1021	1004.44	svtyper	truth	s0	20
INS	0	0	0	677	NA	0	NA	1004.44	svtyper	truth	s0	20
DEL	73	73	0	608	1	0.1072	0.1936	1004.44	svtyper	truth	s0	20
Total	2	2	0	1356	1	0.0015	0.003	1565.75	svtyper	truth	s0	20
INS	0	0	0	677	NA	0	NA	1565.75	svtyper	truth	s0	20
DEL	2	2	0	679	1	0.0029	0.0058	1565.75	svtyper	truth	s0	20
Total	839	839	0	519	1	0.6178	0.7638	0	delly	truth	s0	20
INS	158	158	0	519	1	0.2334	0.3785	0	delly	truth	s0	20
DEL	681	681	0	0	1	1	1	0	delly	truth	s0	20
Total	847	847	0	511	1	0.6237	0.7682	0	bayestyper	truth	s0	20
INS	478	478	0	199	1	0.7061	0.8277	0	bayestyper	truth	s0	20
