type	TP	TP.baseline	FP	FN	precision	recall	F1	qual	method	graph	sample	depth
Total	600	600	0	209	1	0.7417	0.8517	42	delly	truth	s0	13
INS	354	354	0	35	1	0.91	0.9529	42	delly	truth	s0	13
DEL	246	246	0	174	1	0.5857	0.7387	42	delly	truth	s0	13
Total	505	505	0	304	1	0.6242	0.7686	54	delly	truth	s0	13
INS	314	314	0	75	1	0.8072	0.8933	54	delly	truth	s0	13
DEL	191	191	0	229	1	0.4548	0.6252	54	delly	truth	s0	13
Total	420	420	0	389	1	0.5192	0.6835	66	delly	truth	s0	13
INS	242	242	0	147	1	0.6221	0.767	66	delly	truth	s0	13
DEL	178	178	0	242	1	0.4238	0.5953	66	delly	truth	s0	13
Total	320	320	0	489	1	0.3956	0.5669	84	delly	truth	s0	13
INS	166	166	0	223	1	0.4267	0.5982	84	delly	truth	s0	13
DEL	154	154	0	266	1	0.3667	0.5366	84	delly	truth	s0	13
Total	236	236	0	573	1	0.2917	0.4517	111	delly	truth	s0	13
INS	123	123	0	266	1	0.3162	0.4805	111	delly	truth	s0	13
DEL	113	113	0	307	1	0.269	0.424	111	delly	truth	s0	13
Total	162	162	0	647	1	0.2002	0.3336	139	delly	truth	s0	13
INS	89	89	0	300	1	0.2288	0.3724	139	delly	truth	s0	13
DEL	73	73	0	347	1	0.1738	0.2961	139	delly	truth	s0	13
Total	116	116	0	693	1	0.1434	0.2508	10000	delly	truth	s0	13
INS	68	68	0	321	1	0.1748	0.2976	10000	delly	truth	s0	13
DEL	48	48	0	372	1	0.1143	0.2052	10000	delly	truth	s0	13
Total	796	796	0	13	1	0.9839	0.9919	0	bayestyper	truth	s0	13
INS	384	384	0	5	1	0.9871	0.9935	0	bayestyper	truth	s0	13
DEL	412	412	0	8	1	0.981	0.9904	0	bayestyper	truth	s0	13
Total	796	796	0	13	1	0.9839	0.9919	10.7058	bayestyper	truth	s0	13
INS	384	384	0	5	1	0.9871	0.9935	10.7058	bayestyper	truth	s0	13
DEL	412	412	0	8	1	0.981	0.9904	10.7058	bayestyper	truth	s0	13
Total	784	784	0	25	1	0.9691	0.9843	99	bayestyper	truth	s0	13
INS	384	384	0	5	1	0.9871	0.9935	99	bayestyper	truth	s0	13
DEL	400	400	0	20	1	0.9524	0.9756	99	bayestyper	truth	s0	13
Total	602	602	0	230	1	0.7236	0.8396	0	toilvg	calls	s1	13
INS	376	376	0	0	1	1	1	0	toilvg	calls	s1	13
DEL	226	226	0	230	1	0.4956	0.6627	0	toilvg	calls	s1	13
Total	602	602	0	230	1	0.7236	0.8396	14	toilvg	calls	s1	13
INS	376	376	0	0	1	1	1	14	toilvg	calls	s1	13
DEL	226	226	0	230	1	0.4956	0.6627	14	toilvg	calls	s1	13
Total	543	543	0	289	1	0.6526	0.7898	139	toilvg	calls	s1	13
INS	361	361	0	15	1	0.9601	0.9796	139	toilvg	calls	s1	13
DEL	182	182	0	274	1	0.3991	0.5705	139	toilvg	calls	s1	13
Total	480	480	0	352	1	0.5769	0.7317	179	toilvg	calls	s1	13
INS	329	329	0	47	1	0.875	0.9333	179	toilvg	calls	s1	13
DEL	151	151	0	305	1	0.3311	0.4975	179	toilvg	calls	s1	13
Total	416	416	0	416	1	0.5	0.6667	213.7185	toilvg	calls	s1	13
INS	290	290	0	86	1	0.7713	0.8709	213.7185	toilvg	calls	s1	13
DEL	126	126	0	330	1	0.2763	0.433	213.7185	toilvg	calls	s1	13
Total	361	361	0	471	1	0.4339	0.6052	250	toilvg	calls	s1	13
INS	251	251	0	125	1	0.6676	0.8007	250	toilvg	calls	s1	13
DEL	110	110	0	346	1	0.2412	0.3887	250	toilvg	calls	s1	13
Total	307	307	0	525	1	0.369	0.5391	293.704	toilvg	calls	s1	13
INS	215	215	0	161	1	0.5718	0.7276	293.704	toilvg	calls	s1	13
DEL	92	92	0	364	1	0.2018	0.3358	293.704	toilvg	calls	s1	13
Total	246	246	0	586	1	0.2957	0.4564	367.86	toilvg	calls	s1	13
INS	184	184	0	192	1	0.4894	0.6572	367.86	toilvg	calls	s1	13
DEL	62	62	0	394	1	0.136	0.2394	367.86	toilvg	calls	s1	13
Total	175	175	0	657	1	0.2103	0.3475	447.94	toilvg	calls	s1	13
INS	142	142	0	234	1	0.3777	0.5483	447.94	toilvg	calls	s1	13
DEL	33	33	0	423	1	0.0724	0.135	447.94	toilvg	calls	s1	13
Total	119	119	0	713	1	0.143	0.2502	518.832	toilvg	calls	s1	13
INS	102	102	0	274	1	0.2713	0.4268	518.832	toilvg	calls	s1	13
DEL	17	17	0	439	1	0.0373	0.0719	518.832	toilvg	calls	s1	13
Total	69	69	0	763	1	0.0829	0.1531	592.0945	toilvg	calls	s1	13
INS	64	64	0	312	1	0.1702	0.2909	592.0945	toilvg	calls	s1	13
DEL	5	5	0	451	1	0.011	0.0218	592.0945	toilvg	calls	s1	13
Total	1	1	0	831	1	0.0012	0.0024	847.237	toilvg	calls	s1	13
INS	1	1	0	375	1	0.0027	0.0054	847.237	toilvg	calls	s1	13
DEL	0	0	0	456	NA	0	NA	847.237	toilvg	calls	s1	13
Total	258	254	0	578	1	0.3053	0.4678	0	svtyper	calls	s1	13
INS	0	0	0	376	NA	0	NA	0	svtyper	calls	s1	13
DEL	258	254	0	202	1	0.557	0.7155	0	svtyper	calls	s1	13
Total	258	254	0	578	1	0.3053	0.4678	4.73	svtyper	calls	s1	13
INS	0	0	0	376	NA	0	NA	4.73	svtyper	calls	s1	13
DEL	258	254	0	202	1	0.557	0.7155	4.73	svtyper	calls	s1	13
Total	216	213	0	619	1	0.256	0.4076	32.94	svtyper	calls	s1	13
INS	0	0	0	376	NA	0	NA	32.94	svtyper	calls	s1	13
DEL	216	213	0	243	1	0.4671	0.6368	32.94	svtyper	calls	s1	13
Total	178	175	0	657	1	0.2103	0.3475	60.25	svtyper	calls	s1	13
INS	0	0	0	376	NA	0	NA	60.25	svtyper	calls	s1	13
DEL	178	175	0	281	1	0.3838	0.5547	60.25	svtyper	calls	s1	13
Total	150	147	0	685	1	0.1767	0.3003	89.31	svtyper	calls	s1	13
INS	0	0	0	376	NA	0	NA	89.31	svtyper	calls	s1	13
DEL	150	147	0	309	1	0.3224	0.4876	89.31	svtyper	calls	s1	13
Total	117	114	0	718	1	0.137	0.241	117.576	svtyper	calls	s1	13
INS	0	0	0	376	NA	0	NA	117.576	svtyper	calls	s1	13
DEL	117	114	0	342	1	0.25	0.4	117.576	svtyper	calls	s1	13
Total	81	78	0	754	1	0.0938	0.1715	136.355	svtyper	calls	s1	13
INS	0	0	0	376	NA	0	NA	136.355	svtyper	calls	s1	13
DEL	81	78	0	378	1	0.1711	0.2922	136.355	svtyper	calls	s1	13
Total	67	64	0	768	1	0.0769	0.1428	177.38	svtyper	calls	s1	13
INS	0	0	0	376	NA	0	NA	177.38	svtyper	calls	s1	13
DEL	67	64	0	392	1	0.1404	0.2462	177.38	svtyper	calls	s1	13
Total	36	34	0	798	1	0.0409	0.0786	237.528	svtyper	calls	s1	13
INS	0	0	0	376	NA	0	NA	237.528	svtyper	calls	s1	13
DEL	36	34	0	422	1	0.0746	0.1388	237.528	svtyper	calls	s1	13
Total	24	22	0	810	1	0.0264	0.0514	324.97	svtyper	calls	s1	13
INS	0	0	0	376	NA	0	NA	324.97	svtyper	calls	s1	13
DEL	24	22	0	434	1	0.0482	0.092	324.97	svtyper	calls	s1	13
Total	6	4	0	828	1	0.0048	0.0096	413.6	svtyper	calls	s1	13
INS	0	0	0	376	NA	0	NA	413.6	svtyper	calls	s1	13
DEL	6	4	0	452	1	0.0088	0.0174	413.6	svtyper	calls	s1	13
Total	0	0	0	832	NA	0	NA	827.19	svtyper	calls	s1	13
INS	0	0	0	376	NA	0	NA	827.19	svtyper	calls	s1	13
DEL	0	0	0	456	NA	0	NA	827.19	svtyper	calls	s1	13
Total	150	149	0	683	1	0.1791	0.3038	0	delly	calls	s1	13
INS	75	75	0	301	1	0.1995	0.3326	0	delly	calls	s1	13
DEL	75	74	0	382	1	0.1623	0.2793	0	delly	calls	s1	13
Total	150	149	0	683	1	0.1791	0.3038	5	delly	calls	s1	13
INS	75	75	0	301	1	0.1995	0.3326	5	delly	calls	s1	13
DEL	75	74	0	382	1	0.1623	0.2793	5	delly	calls	s1	13
Total	143	142	0	690	1	0.1707	0.2916	24	delly	calls	s1	13
INS	72	72	0	304	1	0.1915	0.3214	24	delly	calls	s1	13
DEL	71	70	0	386	1	0.1535	0.2661	24	delly	calls	s1	13
Total	127	126	0	706	1	0.1514	0.263	33	delly	calls	s1	13
INS	66	66	0	310	1	0.1755	0.2986	33	delly	calls	s1	13
DEL	61	60	0	396	1	0.1316	0.2326	33	delly	calls	s1	13
Total	103	102	0	730	1	0.1226	0.2184	39.4	delly	calls	s1	13
INS	59	59	0	317	1	0.1569	0.2712	39.4	delly	calls	s1	13
DEL	44	43	0	413	1	0.0943	0.1723	39.4	delly	calls	s1	13
Total	88	88	0	744	1	0.1058	0.1914	51	delly	calls	s1	13
INS	53	53	0	323	1	0.141	0.2472	51	delly	calls	s1	13
DEL	35	35	0	421	1	0.0768	0.1426	51	delly	calls	s1	13
Total	74	74	0	758	1	0.0889	0.1633	63	delly	calls	s1	13
INS	43	43	0	333	1	0.1144	0.2053	63	delly	calls	s1	13
DEL	31	31	0	425	1	0.068	0.1273	63	delly	calls	s1	13
Total	56	56	0	776	1	0.0673	0.1261	78.8	delly	calls	s1	13
INS	27	27	0	349	1	0.0718	0.134	78.8	delly	calls	s1	13
DEL	29	29	0	427	1	0.0636	0.1196	78.8	delly	calls	s1	13
Total	43	43	0	789	1	0.0517	0.0983	108	delly	calls	s1	13
INS	19	19	0	357	1	0.0505	0.0961	108	delly	calls	s1	13
DEL	24	24	0	432	1	0.0526	0.0999	108	delly	calls	s1	13
Total	30	30	0	802	1	0.0361	0.0697	132	delly	calls	s1	13
INS	15	15	0	361	1	0.0399	0.0767	132	delly	calls	s1	13
DEL	15	15	0	441	1	0.0329	0.0637	132	delly	calls	s1	13
Total	17	17	0	815	1	0.0204	0.04	10000	delly	calls	s1	13
INS	9	9	0	367	1	0.0239	0.0467	10000	delly	calls	s1	13
DEL	8	8	0	448	1	0.0175	0.0344	10000	delly	calls	s1	13
Total	7	7	0	825	1	0.0084	0.0167	0	bayestyper	calls	s1	13
INS	0	0	0	376	NA	0	NA	0	bayestyper	calls	s1	13
DEL	7	7	0	449	1	0.0154	0.0303	0	bayestyper	calls	s1	13
Total	7	7	0	825	1	0.0084	0.0167	99	bayestyper	calls	s1	13
INS	0	0	0	376	NA	0	NA	99	bayestyper	calls	s1	13
DEL	7	7	0	449	1	0.0154	0.0303	99	bayestyper	calls	s1	13
Total	829	829	0	3	1	0.9964	0.9982	0	toilvg	truth	s1	13
INS	376	376	0	0	1	1	1	0	toilvg	truth	s1	13
DEL	453	453	0	3	1	0.9934	0.9967	0	toilvg	truth	s1	13
Total	829	829	0	3	1	0.9964	0.9982	36	toilvg	truth	s1	13
INS	376	376	0	0	1	1	1	36	toilvg	truth	s1	13
DEL	453	453	0	3	1	0.9934	0.9967	36	toilvg	truth	s1	13
Total	751	751	0	81	1	0.9026	0.9488	159.0018	toilvg	truth	s1	13
INS	343	343	0	33	1	0.9122	0.9541	159.0018	toilvg	truth	s1	13
DEL	408	408	0	48	1	0.8947	0.9444	159.0018	toilvg	truth	s1	13
Total	663	663	0	169	1	0.7969	0.887	194.2	toilvg	truth	s1	13
INS	312	312	0	64	1	0.8298	0.907	194.2	toilvg	truth	s1	13
DEL	351	351	0	105	1	0.7697	0.8699	194.2	toilvg	truth	s1	13
Total	584	584	0	248	1	0.7019	0.8248	234.005	toilvg	truth	s1	13
INS	277	277	0	99	1	0.7367	0.8484	234.005	toilvg	truth	s1	13
DEL	307	307	0	149	1	0.6732	0.8047	234.005	toilvg	truth	s1	13
Total	508	508	0	324	1	0.6106	0.7582	273	toilvg	truth	s1	13
INS	241	241	0	135	1	0.641	0.7812	273	toilvg	truth	s1	13
DEL	267	267	0	189	1	0.5855	0.7386	273	toilvg	truth	s1	13
Total	421	421	0	411	1	0.506	0.672	328.4475	toilvg	truth	s1	13
INS	207	207	0	169	1	0.5505	0.7101	328.4475	toilvg	truth	s1	13
DEL	214	214	0	242	1	0.4693	0.6388	328.4475	toilvg	truth	s1	13
Total	333	333	0	499	1	0.4002	0.5716	405.9332	toilvg	truth	s1	13
INS	181	181	0	195	1	0.4814	0.6499	405.9332	toilvg	truth	s1	13
DEL	152	152	0	304	1	0.3333	0.5	405.9332	toilvg	truth	s1	13
Total	249	249	0	583	1	0.2993	0.4607	480.9244	toilvg	truth	s1	13
INS	141	141	0	235	1	0.375	0.5455	480.9244	toilvg	truth	s1	13
DEL	108	108	0	348	1	0.2368	0.3829	480.9244	toilvg	truth	s1	13
Total	163	163	0	669	1	0.1959	0.3276	540.8	toilvg	truth	s1	13
INS	101	101	0	275	1	0.2686	0.4235	540.8	toilvg	truth	s1	13
DEL	62	62	0	394	1	0.136	0.2394	540.8	toilvg	truth	s1	13
Total	96	96	0	736	1	0.1154	0.2069	607.7647	toilvg	truth	s1	13
INS	70	70	0	306	1	0.1862	0.3139	607.7647	toilvg	truth	s1	13
DEL	26	26	0	430	1	0.057	0.1079	607.7647	toilvg	truth	s1	13
Total	1	1	0	831	1	0.0012	0.0024	872	toilvg	truth	s1	13
INS	0	0	0	376	NA	0	NA	872	toilvg	truth	s1	13
DEL	1	1	0	455	1	0.0022	0.0044	872	toilvg	truth	s1	13
Total	442	441	0	391	1	0.53	0.6928	0	svtyper	truth	s1	13
INS	0	0	0	376	NA	0	NA	0	svtyper	truth	s1	13
DEL	442	441	0	15	1	0.9671	0.9833	0	svtyper	truth	s1	13
Total	442	441	0	391	1	0.53	0.6928	4.73	svtyper	truth	s1	13
INS	0	0	0	376	NA	0	NA	4.73	svtyper	truth	s1	13
DEL	442	441	0	15	1	0.9671	0.9833	4.73	svtyper	truth	s1	13
Total	386	385	0	447	1	0.4627	0.6327	53.92	svtyper	truth	s1	13
INS	0	0	0	376	NA	0	NA	53.92	svtyper	truth	s1	13
DEL	386	385	0	71	1	0.8443	0.9156	53.92	svtyper	truth	s1	13
Total	320	319	0	513	1	0.3834	0.5543	89.806	svtyper	truth	s1	13
INS	0	0	0	376	NA	0	NA	89.806	svtyper	truth	s1	13
DEL	320	319	0	137	1	0.6996	0.8233	89.806	svtyper	truth	s1	13
Total	261	260	0	572	1	0.3125	0.4762	126.54	svtyper	truth	s1	13
INS	0	0	0	376	NA	0	NA	126.54	svtyper	truth	s1	13
DEL	261	260	0	196	1	0.5702	0.7263	126.54	svtyper	truth	s1	13
Total	221	220	0	612	1	0.2644	0.4182	172.662	svtyper	truth	s1	13
INS	0	0	0	376	NA	0	NA	172.662	svtyper	truth	s1	13
DEL	221	220	0	236	1	0.4825	0.6509	172.662	svtyper	truth	s1	13
Total	187	186	0	646	1	0.2236	0.3655	206.87	svtyper	truth	s1	13
INS	0	0	0	376	NA	0	NA	206.87	svtyper	truth	s1	13
DEL	187	186	0	270	1	0.4079	0.5794	206.87	svtyper	truth	s1	13
Total	135	134	0	698	1	0.1611	0.2775	265.9	svtyper	truth	s1	13
INS	0	0	0	376	NA	0	NA	265.9	svtyper	truth	s1	13
DEL	135	134	0	322	1	0.2939	0.4543	265.9	svtyper	truth	s1	13
Total	82	81	0	751	1	0.0974	0.1775	324.97	svtyper	truth	s1	13
INS	0	0	0	376	NA	0	NA	324.97	svtyper	truth	s1	13
DEL	82	81	0	375	1	0.1776	0.3016	324.97	svtyper	truth	s1	13
Total	30	29	0	803	1	0.0349	0.0674	406.132	svtyper	truth	s1	13
INS	0	0	0	376	NA	0	NA	406.132	svtyper	truth	s1	13
DEL	30	29	0	427	1	0.0636	0.1196	406.132	svtyper	truth	s1	13
Total	3	2	0	830	1	0.0024	0.0048	567.04	svtyper	truth	s1	13
INS	0	0	0	376	NA	0	NA	567.04	svtyper	truth	s1	13
DEL	3	2	0	454	1	0.0044	0.0088	567.04	svtyper	truth	s1	13
Total	0	0	0	832	NA	0	NA	1033.98	svtyper	truth	s1	13
INS	0	0	0	376	NA	0	NA	1033.98	svtyper	truth	s1	13
DEL	0	0	0	456	NA	0	NA	1033.98	svtyper	truth	s1	13
Total	832	832	0	0	1	1	1	0	delly	truth	s1	13
INS	376	376	0	0	1	1	1	0	delly	truth	s1	13
DEL	456	456	0	0	1	1	1	0	delly	truth	s1	13
Total	832	832	0	0	1	1	1	4	delly	truth	s1	13
INS	376	376	0	0	1	1	1	4	delly	truth	s1	13
DEL	456	456	0	0	1	1	1	4	delly	truth	s1	13
Total	753	753	0	79	1	0.905	0.9501	30	delly	truth	s1	13
INS	363	363	0	13	1	0.9654	0.9824	30	delly	truth	s1	13
DEL	390	390	0	66	1	0.8553	0.922	30	delly	truth	s1	13
Total	681	681	0	151	1	0.8185	0.9002	37.2	delly	truth	s1	13
INS	359	359	0	17	1	0.9548	0.9769	37.2	delly	truth	s1	13
DEL	322	322	0	134	1	0.7061	0.8277	37.2	delly	truth	s1	13
Total	631	631	0	201	1	0.7584	0.8626	45	delly	truth	s1	13
INS	350	350	0	26	1	0.9309	0.9642	45	delly	truth	s1	13
DEL	281	281	0	175	1	0.6162	0.7625	45	delly	truth	s1	13
Total	526	526	0	306	1	0.6322	0.7747	57	delly	truth	s1	13
INS	299	299	0	77	1	0.7952	0.8859	57	delly	truth	s1	13
DEL	227	227	0	229	1	0.4978	0.6647	57	delly	truth	s1	13
Total	439	439	0	393	1	0.5276	0.6908	69	delly	truth	s1	13
INS	234	234	0	142	1	0.6223	0.7672	69	delly	truth	s1	13
DEL	205	205	0	251	1	0.4496	0.6203	69	delly	truth	s1	13
Total	339	339	0	493	1	0.4075	0.579	90	delly	truth	s1	13
INS	165	165	0	211	1	0.4388	0.61	90	delly	truth	s1	13
DEL	174	174	0	282	1	0.3816	0.5524	90	delly	truth	s1	13
Total	251	251	0	581	1	0.3017	0.4635	115	delly	truth	s1	13
INS	117	117	0	259	1	0.3112	0.4747	115	delly	truth	s1	13
DEL	134	134	0	322	1	0.2939	0.4543	115	delly	truth	s1	13
Total	175	175	0	657	1	0.2103	0.3475	144	delly	truth	s1	13
INS	93	93	0	283	1	0.2473	0.3965	144	delly	truth	s1	13
DEL	82	82	0	374	1	0.1798	0.3048	144	delly	truth	s1	13
Total	141	141	0	691	1	0.1695	0.2899	10000	delly	truth	s1	13
INS	81	81	0	295	1	0.2154	0.3545	10000	delly	truth	s1	13
DEL	60	60	0	396	1	0.1316	0.2326	10000	delly	truth	s1	13
Total	825	825	0	7	1	0.9916	0.9958	0	bayestyper	truth	s1	13
INS	373	373	0	3	1	0.992	0.996	0	bayestyper	truth	s1	13
DEL	452	452	0	4	1	0.9912	0.9956	0	bayestyper	truth	s1	13
Total	825	825	0	7	1	0.9916	0.9958	7.20333	bayestyper	truth	s1	13
INS	373	373	0	3	1	0.992	0.996	7.20333	bayestyper	truth	s1	13
DEL	452	452	0	4	1	0.9912	0.9956	7.20333	bayestyper	truth	s1	13
Total	818	818	0	14	1	0.9832	0.9915	99	bayestyper	truth	s1	13
INS	373	373	0	3	1	0.992	0.996	99	bayestyper	truth	s1	13
DEL	445	445	0	11	1	0.9759	0.9878	99	bayestyper	truth	s1	13
Total	601	601	0	252	1	0.7046	0.8267	0	toilvg	calls	s2	13
INS	371	371	0	2	1	0.9946	0.9973	0	toilvg	calls	s2	13
DEL	230	230	0	250	1	0.4792	0.6479	0	toilvg	calls	s2	13
Total	601	601	0	252	1	0.7046	0.8267	11	toilvg	calls	s2	13
INS	371	371	0	2	1	0.9946	0.9973	11	toilvg	calls	s2	13
DEL	230	230	0	250	1	0.4792	0.6479	11	toilvg	calls	s2	13
Total	539	539	0	314	1	0.6319	0.7744	130	toilvg	calls	s2	13
INS	352	352	0	21	1	0.9437	0.971	130	toilvg	calls	s2	13
DEL	187	187	0	293	1	0.3896	0.5607	130	toilvg	calls	s2	13
Total	471	471	0	382	1	0.5522	0.7115	167.1816	toilvg	calls	s2	13
INS	308	308	0	65	1	0.8257	0.9045	167.1816	toilvg	calls	s2	13
DEL	163	163	0	317	1	0.3396	0.507	167.1816	toilvg	calls	s2	13
Total	405	405	0	448	1	0.4748	0.6439	199.8856	toilvg	calls	s2	13
INS	273	273	0	100	1	0.7319	0.8452	199.8856	toilvg	calls	s2	13
DEL	132	132	0	348	1	0.275	0.4314	199.8856	toilvg	calls	s2	13
Total	343	343	0	510	1	0.4021	0.5736	236.9528	toilvg	calls	s2	13
INS	235	235	0	138	1	0.63	0.773	236.9528	toilvg	calls	s2	13
DEL	108	108	0	372	1	0.225	0.3673	236.9528	toilvg	calls	s2	13
Total	281	281	0	572	1	0.3294	0.4956	279	toilvg	calls	s2	13
INS	194	194	0	179	1	0.5201	0.6843	279	toilvg	calls	s2	13
DEL	87	87	0	393	1	0.1812	0.3068	279	toilvg	calls	s2	13
Total	226	226	0	627	1	0.2649	0.4188	331.6844	toilvg	calls	s2	13
INS	165	165	0	208	1	0.4424	0.6134	331.6844	toilvg	calls	s2	13
DEL	61	61	0	419	1	0.1271	0.2255	331.6844	toilvg	calls	s2	13
Total	162	162	0	691	1	0.1899	0.3192	433.5234	toilvg	calls	s2	13
INS	130	130	0	243	1	0.3485	0.5169	433.5234	toilvg	calls	s2	13
DEL	32	32	0	448	1	0.0667	0.1251	433.5234	toilvg	calls	s2	13
Total	111	111	0	742	1	0.1301	0.2302	502.4124	toilvg	calls	s2	13
INS	95	95	0	278	1	0.2547	0.406	502.4124	toilvg	calls	s2	13
DEL	16	16	0	464	1	0.0333	0.0645	502.4124	toilvg	calls	s2	13
Total	63	63	0	790	1	0.0739	0.1376	573.938	toilvg	calls	s2	13
INS	55	55	0	318	1	0.1475	0.2571	573.938	toilvg	calls	s2	13
DEL	8	8	0	472	1	0.0167	0.0329	573.938	toilvg	calls	s2	13
Total	1	1	0	852	1	0.0012	0.0024	880.976	toilvg	calls	s2	13
INS	1	1	0	372	1	0.0027	0.0054	880.976	toilvg	calls	s2	13
DEL	0	0	0	480	NA	0	NA	880.976	toilvg	calls	s2	13
Total	266	264	0	589	1	0.3095	0.4727	0	svtyper	calls	s2	13
INS	0	0	0	373	NA	0	NA	0	svtyper	calls	s2	13
DEL	266	264	0	216	1	0.55	0.7097	0	svtyper	calls	s2	13
Total	266	264	0	589	1	0.3095	0.4727	4.73	svtyper	calls	s2	13
INS	0	0	0	373	NA	0	NA	4.73	svtyper	calls	s2	13
DEL	266	264	0	216	1	0.55	0.7097	4.73	svtyper	calls	s2	13
Total	226	225	0	628	1	0.2638	0.4175	31.004	svtyper	calls	s2	13
INS	0	0	0	373	NA	0	NA	31.004	svtyper	calls	s2	13
DEL	226	225	0	255	1	0.4688	0.6383	31.004	svtyper	calls	s2	13
Total	193	192	0	661	1	0.2251	0.3675	53.92	svtyper	calls	s2	13
INS	0	0	0	373	NA	0	NA	53.92	svtyper	calls	s2	13
DEL	193	192	0	288	1	0.4	0.5714	53.92	svtyper	calls	s2	13
Total	160	159	0	694	1	0.1864	0.3142	80.91	svtyper	calls	s2	13
INS	0	0	0	373	NA	0	NA	80.91	svtyper	calls	s2	13
DEL	160	159	0	321	1	0.3312	0.4976	80.91	svtyper	calls	s2	13
Total	118	117	0	736	1	0.1372	0.2413	98.306	svtyper	calls	s2	13
INS	0	0	0	373	NA	0	NA	98.306	svtyper	calls	s2	13
DEL	118	117	0	363	1	0.2438	0.392	98.306	svtyper	calls	s2	13
Total	110	109	0	744	1	0.1278	0.2266	118.56	svtyper	calls	s2	13
INS	0	0	0	373	NA	0	NA	118.56	svtyper	calls	s2	13
DEL	110	109	0	371	1	0.2271	0.3701	118.56	svtyper	calls	s2	13
Total	54	53	0	800	1	0.0621	0.1169	159.028	svtyper	calls	s2	13
INS	0	0	0	373	NA	0	NA	159.028	svtyper	calls	s2	13
DEL	54	53	0	427	1	0.1104	0.1988	159.028	svtyper	calls	s2	13
Total	38	37	0	816	1	0.0434	0.0832	206.87	svtyper	calls	s2	13
INS	0	0	0	373	NA	0	NA	206.87	svtyper	calls	s2	13
DEL	38	37	0	443	1	0.0771	0.1432	206.87	svtyper	calls	s2	13
Total	14	14	0	839	1	0.0164	0.0323	291.46	svtyper	calls	s2	13
INS	0	0	0	373	NA	0	NA	291.46	svtyper	calls	s2	13
DEL	14	14	0	466	1	0.0292	0.0567	291.46	svtyper	calls	s2	13
Total	2	2	0	851	1	0.0023	0.0046	413.6	svtyper	calls	s2	13
INS	0	0	0	373	NA	0	NA	413.6	svtyper	calls	s2	13
DEL	2	2	0	478	1	0.0042	0.0084	413.6	svtyper	calls	s2	13
Total	0	0	0	853	NA	0	NA	945.36	svtyper	calls	s2	13
INS	0	0	0	373	NA	0	NA	945.36	svtyper	calls	s2	13
DEL	0	0	0	480	NA	0	NA	945.36	svtyper	calls	s2	13
Total	144	144	0	709	1	0.1688	0.2888	0	delly	calls	s2	13
INS	75	75	0	298	1	0.2011	0.3349	0	delly	calls	s2	13
DEL	69	69	0	411	1	0.1438	0.2514	0	delly	calls	s2	13
Total	144	144	0	709	1	0.1688	0.2888	8	delly	calls	s2	13
INS	75	75	0	298	1	0.2011	0.3349	8	delly	calls	s2	13
DEL	69	69	0	411	1	0.1438	0.2514	8	delly	calls	s2	13
Total	132	132	0	721	1	0.1547	0.2679	21	delly	calls	s2	13
INS	69	69	0	304	1	0.185	0.3122	21	delly	calls	s2	13
DEL	63	63	0	417	1	0.1312	0.232	21	delly	calls	s2	13
Total	120	120	0	733	1	0.1407	0.2467	30	delly	calls	s2	13
INS	65	65	0	308	1	0.1743	0.2969	30	delly	calls	s2	13
DEL	55	55	0	425	1	0.1146	0.2056	30	delly	calls	s2	13
Total	104	104	0	749	1	0.1219	0.2173	38.5	delly	calls	s2	13
INS	59	59	0	314	1	0.1582	0.2732	38.5	delly	calls	s2	13
DEL	45	45	0	435	1	0.0938	0.1715	38.5	delly	calls	s2	13
Total	95	95	0	758	1	0.1114	0.2005	48	delly	calls	s2	13
INS	56	56	0	317	1	0.1501	0.261	48	delly	calls	s2	13
DEL	39	39	0	441	1	0.0812	0.1502	48	delly	calls	s2	13
Total	75	75	0	778	1	0.0879	0.1616	54.5	delly	calls	s2	13
INS	41	41	0	332	1	0.1099	0.198	54.5	delly	calls	s2	13
DEL	34	34	0	446	1	0.0708	0.1322	54.5	delly	calls	s2	13
Total	57	57	0	796	1	0.0668	0.1252	75	delly	calls	s2	13
INS	28	28	0	345	1	0.0751	0.1397	75	delly	calls	s2	13
DEL	29	29	0	451	1	0.0604	0.1139	75	delly	calls	s2	13
Total	41	41	0	812	1	0.0481	0.0918	107	delly	calls	s2	13
INS	17	17	0	356	1	0.0456	0.0872	107	delly	calls	s2	13
DEL	24	24	0	456	1	0.05	0.0952	107	delly	calls	s2	13
Total	26	26	0	827	1	0.0305	0.0592	128	delly	calls	s2	13
INS	11	11	0	362	1	0.0295	0.0573	128	delly	calls	s2	13
DEL	15	15	0	465	1	0.0312	0.0605	128	delly	calls	s2	13
Total	14	14	0	839	1	0.0164	0.0323	10000	delly	calls	s2	13
INS	5	5	0	368	1	0.0134	0.0264	10000	delly	calls	s2	13
DEL	9	9	0	471	1	0.0188	0.0369	10000	delly	calls	s2	13
Total	4	4	0	849	1	0.0047	0.0094	0	bayestyper	calls	s2	13
INS	0	0	0	373	NA	0	NA	0	bayestyper	calls	s2	13
DEL	4	4	0	476	1	0.0083	0.0165	0	bayestyper	calls	s2	13
Total	4	4	0	849	1	0.0047	0.0094	24.2022	bayestyper	calls	s2	13
INS	0	0	0	373	NA	0	NA	24.2022	bayestyper	calls	s2	13
DEL	4	4	0	476	1	0.0083	0.0165	24.2022	bayestyper	calls	s2	13
