type	TP	TP.baseline	FP	FN	precision	recall	F1	qual	method	graph	sample	depth
Total	810	812	205	439	0.798	0.6491	0.7159	315.8	toilvg-symb	truth	s1	20
INS	298	298	12	115	0.9613	0.7215	0.8243	315.8	toilvg-symb	truth	s1	20
DEL	316	316	0	112	1	0.7383	0.8495	315.8	toilvg-symb	truth	s1	20
INV	196	198	193	212	0.5039	0.4829	0.4932	315.8	toilvg-symb	truth	s1	20
Total	706	708	198	543	0.781	0.5659	0.6563	363	toilvg-symb	truth	s1	20
INS	265	265	12	148	0.9567	0.6416	0.7681	363	toilvg-symb	truth	s1	20
DEL	271	271	0	157	1	0.6332	0.7754	363	toilvg-symb	truth	s1	20
INV	170	172	186	238	0.4775	0.4195	0.4466	363	toilvg-symb	truth	s1	20
Total	606	607	189	644	0.7623	0.4852	0.593	405	toilvg-symb	truth	s1	20
INS	239	239	11	174	0.956	0.5787	0.721	405	toilvg-symb	truth	s1	20
DEL	234	234	0	194	1	0.5467	0.7069	405	toilvg-symb	truth	s1	20
INV	133	134	178	276	0.4277	0.3268	0.3705	405	toilvg-symb	truth	s1	20
Total	519	520	171	731	0.7522	0.4157	0.5355	466.8515	toilvg-symb	truth	s1	20
INS	224	224	9	189	0.9614	0.5424	0.6935	466.8515	toilvg-symb	truth	s1	20
DEL	203	203	0	225	1	0.4743	0.6434	466.8515	toilvg-symb	truth	s1	20
INV	92	93	162	317	0.3622	0.2268	0.2789	466.8515	toilvg-symb	truth	s1	20
Total	424	425	129	826	0.7667	0.3397	0.4708	543.1782	toilvg-symb	truth	s1	20
INS	213	213	4	200	0.9816	0.5157	0.6762	543.1782	toilvg-symb	truth	s1	20
DEL	178	178	0	250	1	0.4159	0.5875	543.1782	toilvg-symb	truth	s1	20
INV	33	34	125	376	0.2089	0.0829	0.1187	543.1782	toilvg-symb	truth	s1	20
Total	324	324	78	927	0.806	0.259	0.392	643.0039	toilvg-symb	truth	s1	20
INS	188	188	1	225	0.9947	0.4552	0.6246	643.0039	toilvg-symb	truth	s1	20
DEL	128	128	0	300	1	0.2991	0.4605	643.0039	toilvg-symb	truth	s1	20
INV	8	8	77	402	0.0941	0.0195	0.0323	643.0039	toilvg-symb	truth	s1	20
Total	221	221	35	1030	0.8633	0.1767	0.2934	745.484	toilvg-symb	truth	s1	20
INS	147	147	0	266	1	0.3559	0.525	745.484	toilvg-symb	truth	s1	20
DEL	72	72	0	356	1	0.1682	0.288	745.484	toilvg-symb	truth	s1	20
INV	2	2	35	408	0.0541	0.0049	0.009	745.484	toilvg-symb	truth	s1	20
Total	124	124	11	1127	0.9185	0.0991	0.1789	843.9755	toilvg-symb	truth	s1	20
INS	86	86	0	327	1	0.2082	0.3446	843.9755	toilvg-symb	truth	s1	20
DEL	38	38	0	390	1	0.0888	0.1631	843.9755	toilvg-symb	truth	s1	20
INV	0	0	11	410	0	0	NA	843.9755	toilvg-symb	truth	s1	20
Total	1	1	0	1250	1	8e-04	0.0016	1226.16	toilvg-symb	truth	s1	20
INS	1	1	0	412	1	0.0024	0.0048	1226.16	toilvg-symb	truth	s1	20
DEL	0	0	0	428	NA	0	NA	1226.16	toilvg-symb	truth	s1	20
INV	0	0	0	410	NA	0	NA	1226.16	toilvg-symb	truth	s1	20
Total	952	999	214	228	0.8165	0.8142	0.8153	0	toilvg-symb	calls	s2	20
INS	364	369	8	8	0.9785	0.9788	0.9786	0	toilvg-symb	calls	s2	20
DEL	394	412	1	3	0.9975	0.9928	0.9951	0	toilvg-symb	calls	s2	20
INV	194	218	205	217	0.4862	0.5011	0.4935	0	toilvg-symb	calls	s2	20
Total	952	999	214	228	0.8165	0.8142	0.8153	73	toilvg-symb	calls	s2	20
INS	364	369	8	8	0.9785	0.9788	0.9786	73	toilvg-symb	calls	s2	20
DEL	394	412	1	3	0.9975	0.9928	0.9951	73	toilvg-symb	calls	s2	20
INV	194	218	205	217	0.4862	0.5011	0.4935	73	toilvg-symb	calls	s2	20
Total	842	884	211	343	0.7996	0.7205	0.758	257.6706	toilvg-symb	calls	s2	20
INS	333	338	5	39	0.9852	0.8966	0.9388	257.6706	toilvg-symb	calls	s2	20
DEL	315	328	1	87	0.9968	0.7904	0.8817	257.6706	toilvg-symb	calls	s2	20
INV	194	218	205	217	0.4862	0.5011	0.4935	257.6706	toilvg-symb	calls	s2	20
Total	733	772	206	455	0.7806	0.6292	0.6968	324.659	toilvg-symb	calls	s2	20
INS	294	299	1	78	0.9966	0.7931	0.8833	324.659	toilvg-symb	calls	s2	20
DEL	263	274	1	141	0.9962	0.6602	0.7941	324.659	toilvg-symb	calls	s2	20
INV	176	199	204	236	0.4632	0.4575	0.4603	324.659	toilvg-symb	calls	s2	20
Total	640	674	203	553	0.7592	0.5493	0.6374	370.671	toilvg-symb	calls	s2	20
INS	259	263	1	114	0.9962	0.6976	0.8206	370.671	toilvg-symb	calls	s2	20
DEL	224	234	1	181	0.9956	0.5639	0.72	370.671	toilvg-symb	calls	s2	20
INV	157	177	201	258	0.4385	0.4069	0.4221	370.671	toilvg-symb	calls	s2	20
Total	542	571	198	656	0.7324	0.4654	0.5691	419	toilvg-symb	calls	s2	20
INS	224	226	1	151	0.9956	0.5995	0.7484	419	toilvg-symb	calls	s2	20
DEL	191	200	1	215	0.9948	0.4819	0.6493	419	toilvg-symb	calls	s2	20
INV	127	145	196	290	0.3932	0.3333	0.3608	419	toilvg-symb	calls	s2	20
Total	445	470	182	757	0.7097	0.383	0.4975	478	toilvg-symb	calls	s2	20
INS	200	202	1	175	0.995	0.5358	0.6965	478	toilvg-symb	calls	s2	20
DEL	160	168	1	247	0.9938	0.4048	0.5753	478	toilvg-symb	calls	s2	20
INV	85	100	180	335	0.3208	0.2299	0.2678	478	toilvg-symb	calls	s2	20
Total	350	367	155	860	0.6931	0.2991	0.4179	543.7714	toilvg-symb	calls	s2	20
INS	181	183	1	194	0.9945	0.4854	0.6524	543.7714	toilvg-symb	calls	s2	20
DEL	129	137	1	278	0.9923	0.3301	0.4954	543.7714	toilvg-symb	calls	s2	20
INV	40	47	153	388	0.2073	0.108	0.142	543.7714	toilvg-symb	calls	s2	20
Total	264	270	106	957	0.7135	0.22	0.3363	622.7416	toilvg-symb	calls	s2	20
INS	162	163	0	214	1	0.4324	0.6037	622.7416	toilvg-symb	calls	s2	20
DEL	88	92	1	323	0.9888	0.2217	0.3622	622.7416	toilvg-symb	calls	s2	20
INV	14	15	105	420	0.1176	0.0345	0.0533	622.7416	toilvg-symb	calls	s2	20
Total	195	199	56	1028	0.7769	0.1622	0.2684	716.0968	toilvg-symb	calls	s2	20
INS	136	137	0	240	1	0.3634	0.5331	716.0968	toilvg-symb	calls	s2	20
DEL	54	57	0	358	1	0.1373	0.2414	716.0968	toilvg-symb	calls	s2	20
INV	5	5	56	430	0.082	0.0115	0.0202	716.0968	toilvg-symb	calls	s2	20
Total	109	111	21	1116	0.8385	0.0905	0.1634	826.7754	toilvg-symb	calls	s2	20
INS	90	91	0	286	1	0.2414	0.3889	826.7754	toilvg-symb	calls	s2	20
DEL	18	19	0	396	1	0.0458	0.0876	826.7754	toilvg-symb	calls	s2	20
INV	1	1	21	434	0.0455	0.0023	0.0044	826.7754	toilvg-symb	calls	s2	20
Total	1	1	0	1226	1	8e-04	0.0016	1246.78	toilvg-symb	calls	s2	20
INS	1	1	0	376	1	0.0027	0.0054	1246.78	toilvg-symb	calls	s2	20
DEL	0	0	0	415	NA	0	NA	1246.78	toilvg-symb	calls	s2	20
INV	0	0	0	435	NA	0	NA	1246.78	toilvg-symb	calls	s2	20
Total	1000	1005	221	222	0.819	0.8191	0.819	0	toilvg-symb	truth	s2	20
INS	374	375	2	2	0.9947	0.9947	0.9947	0	toilvg-symb	truth	s2	20
DEL	412	412	3	3	0.9928	0.9928	0.9928	0	toilvg-symb	truth	s2	20
INV	214	218	216	217	0.4977	0.5011	0.4994	0	toilvg-symb	truth	s2	20
Total	1000	1005	221	222	0.819	0.8191	0.819	99	toilvg-symb	truth	s2	20
INS	374	375	2	2	0.9947	0.9947	0.9947	99	toilvg-symb	truth	s2	20
DEL	412	412	3	3	0.9928	0.9928	0.9928	99	toilvg-symb	truth	s2	20
INV	214	218	216	217	0.4977	0.5011	0.4994	99	toilvg-symb	truth	s2	20
Total	890	895	220	332	0.8018	0.7294	0.7639	267	toilvg-symb	truth	s2	20
INS	327	328	2	49	0.9939	0.87	0.9278	267	toilvg-symb	truth	s2	20
DEL	351	351	2	64	0.9943	0.8458	0.9141	267	toilvg-symb	truth	s2	20
INV	212	216	216	219	0.4953	0.4966	0.4959	267	toilvg-symb	truth	s2	20
Total	793	798	219	429	0.7836	0.6504	0.7108	326	toilvg-symb	truth	s2	20
INS	289	290	2	87	0.9931	0.7692	0.8669	326	toilvg-symb	truth	s2	20
DEL	303	303	2	112	0.9934	0.7301	0.8416	326	toilvg-symb	truth	s2	20
INV	201	205	215	230	0.4832	0.4713	0.4772	326	toilvg-symb	truth	s2	20
Total	699	703	216	524	0.7639	0.5729	0.6548	367.5296	toilvg-symb	truth	s2	20
INS	259	260	2	117	0.9923	0.6897	0.8138	367.5296	toilvg-symb	truth	s2	20
DEL	263	263	2	152	0.9925	0.6337	0.7735	367.5296	toilvg-symb	truth	s2	20
INV	177	180	212	255	0.455	0.4138	0.4334	367.5296	toilvg-symb	truth	s2	20
Total	590	594	211	633	0.7366	0.4841	0.5842	416	toilvg-symb	truth	s2	20
INS	226	227	2	150	0.9912	0.6021	0.7491	416	toilvg-symb	truth	s2	20
DEL	221	221	2	194	0.991	0.5325	0.6928	416	toilvg-symb	truth	s2	20
INV	143	146	207	289	0.4086	0.3356	0.3685	416	toilvg-symb	truth	s2	20
Total	489	492	192	735	0.7181	0.401	0.5146	476	toilvg-symb	truth	s2	20
INS	200	201	1	176	0.995	0.5332	0.6943	476	toilvg-symb	truth	s2	20
DEL	195	195	2	220	0.9898	0.4699	0.6373	476	toilvg-symb	truth	s2	20
INV	94	96	189	339	0.3322	0.2207	0.2652	476	toilvg-symb	truth	s2	20
Total	393	396	154	831	0.7185	0.3227	0.4454	556.4832	toilvg-symb	truth	s2	20
INS	181	182	1	195	0.9945	0.4828	0.65	556.4832	toilvg-symb	truth	s2	20
DEL	173	173	1	242	0.9943	0.4169	0.5875	556.4832	toilvg-symb	truth	s2	20
INV	39	41	152	394	0.2042	0.0943	0.129	556.4832	toilvg-symb	truth	s2	20
Total	303	304	89	923	0.773	0.2478	0.3753	653.5578	toilvg-symb	truth	s2	20
INS	165	165	0	212	1	0.4377	0.6089	653.5578	toilvg-symb	truth	s2	20
DEL	130	130	0	285	1	0.3133	0.4771	653.5578	toilvg-symb	truth	s2	20
INV	8	9	89	426	0.0825	0.0207	0.0331	653.5578	toilvg-symb	truth	s2	20
Total	214	215	43	1012	0.8327	0.1752	0.2895	745.896	toilvg-symb	truth	s2	20
INS	132	132	0	245	1	0.3501	0.5186	745.896	toilvg-symb	truth	s2	20
DEL	80	80	0	335	1	0.1928	0.3233	745.896	toilvg-symb	truth	s2	20
INV	2	3	43	432	0.0444	0.0069	0.0119	745.896	toilvg-symb	truth	s2	20
Total	121	121	14	1106	0.8963	0.0986	0.1777	865	toilvg-symb	truth	s2	20
INS	82	82	0	295	1	0.2175	0.3573	865	toilvg-symb	truth	s2	20
DEL	38	38	0	377	1	0.0916	0.1678	865	toilvg-symb	truth	s2	20
INV	1	1	14	434	0.0667	0.0023	0.0044	865	toilvg-symb	truth	s2	20
Total	1	1	0	1226	1	8e-04	0.0016	1215.52	toilvg-symb	truth	s2	20
INS	1	1	0	376	1	0.0027	0.0054	1215.52	toilvg-symb	truth	s2	20
DEL	0	0	0	415	NA	0	NA	1215.52	toilvg-symb	truth	s2	20
INV	0	0	0	435	NA	0	NA	1215.52	toilvg-symb	truth	s2	20
Total	672	695	253	529	0.7265	0.5678	0.6374	0	toilvg-symb	calls	s0	3
INS	256	258	62	140	0.805	0.6482	0.7181	0	toilvg-symb	calls	s0	3
DEL	306	320	32	95	0.9053	0.7711	0.8328	0	toilvg-symb	calls	s0	3
INV	110	117	159	294	0.4089	0.2847	0.3357	0	toilvg-symb	calls	s0	3
Total	672	695	253	529	0.7265	0.5678	0.6374	6	toilvg-symb	calls	s0	3
INS	256	258	62	140	0.805	0.6482	0.7181	6	toilvg-symb	calls	s0	3
DEL	306	320	32	95	0.9053	0.7711	0.8328	6	toilvg-symb	calls	s0	3
INV	110	117	159	294	0.4089	0.2847	0.3357	6	toilvg-symb	calls	s0	3
Total	613	636	239	588	0.7195	0.5196	0.6034	35	toilvg-symb	calls	s0	3
INS	241	243	54	155	0.8169	0.6106	0.6988	35	toilvg-symb	calls	s0	3
DEL	262	276	26	139	0.9097	0.6651	0.7684	35	toilvg-symb	calls	s0	3
INV	110	117	159	294	0.4089	0.2847	0.3357	35	toilvg-symb	calls	s0	3
Total	542	563	216	661	0.715	0.46	0.5598	40.30956	toilvg-symb	calls	s0	3
INS	214	215	44	183	0.8295	0.5402	0.6543	40.30956	toilvg-symb	calls	s0	3
DEL	222	235	18	180	0.925	0.5663	0.7025	40.30956	toilvg-symb	calls	s0	3
INV	106	113	154	298	0.4077	0.2749	0.3284	40.30956	toilvg-symb	calls	s0	3
Total	483	504	196	720	0.7113	0.4118	0.5216	61.4597	toilvg-symb	calls	s0	3
INS	187	188	40	210	0.8238	0.4724	0.6005	61.4597	toilvg-symb	calls	s0	3
DEL	202	216	18	199	0.9182	0.5205	0.6644	61.4597	toilvg-symb	calls	s0	3
INV	94	100	138	311	0.4052	0.2433	0.304	61.4597	toilvg-symb	calls	s0	3
Total	419	438	170	786	0.7114	0.3578	0.4761	69.0023	toilvg-symb	calls	s0	3
INS	167	168	33	230	0.835	0.4221	0.5607	69.0023	toilvg-symb	calls	s0	3
DEL	168	180	13	235	0.9282	0.4337	0.5912	69.0023	toilvg-symb	calls	s0	3
INV	84	90	124	321	0.4038	0.219	0.284	69.0023	toilvg-symb	calls	s0	3
Total	348	363	143	861	0.7088	0.2966	0.4182	78	toilvg-symb	calls	s0	3
INS	143	144	25	254	0.8512	0.3618	0.5078	78	toilvg-symb	calls	s0	3
DEL	134	142	8	273	0.9437	0.3422	0.5023	78	toilvg-symb	calls	s0	3
INV	71	77	110	334	0.3923	0.1873	0.2535	78	toilvg-symb	calls	s0	3
Total	286	300	102	924	0.7371	0.2451	0.3679	96.6299	toilvg-symb	calls	s0	3
INS	123	124	18	274	0.8723	0.3116	0.4592	96.6299	toilvg-symb	calls	s0	3
DEL	115	122	4	293	0.9664	0.294	0.4508	96.6299	toilvg-symb	calls	s0	3
INV	48	54	80	357	0.375	0.1314	0.1946	96.6299	toilvg-symb	calls	s0	3
Total	224	235	81	989	0.7344	0.192	0.3044	108	toilvg-symb	calls	s0	3
INS	112	113	15	285	0.8819	0.2839	0.4295	108	toilvg-symb	calls	s0	3
DEL	79	84	3	331	0.9634	0.2024	0.3345	108	toilvg-symb	calls	s0	3
INV	33	38	63	373	0.3438	0.0925	0.1458	108	toilvg-symb	calls	s0	3
Total	163	169	51	1055	0.7617	0.1381	0.2338	129.3206	toilvg-symb	calls	s0	3
INS	86	87	9	311	0.9053	0.2186	0.3522	129.3206	toilvg-symb	calls	s0	3
DEL	55	58	3	357	0.9483	0.1398	0.2437	129.3206	toilvg-symb	calls	s0	3
INV	22	24	39	387	0.3607	0.0584	0.1005	129.3206	toilvg-symb	calls	s0	3
Total	94	95	20	1129	0.8246	0.0776	0.1419	156.1122	toilvg-symb	calls	s0	3
INS	53	54	2	344	0.9636	0.1357	0.2379	156.1122	toilvg-symb	calls	s0	3
DEL	30	30	0	385	1	0.0723	0.1349	156.1122	toilvg-symb	calls	s0	3
INV	11	11	18	400	0.3793	0.0268	0.0501	156.1122	toilvg-symb	calls	s0	3
Total	1	1	0	1223	1	8e-04	0.0016	351	toilvg-symb	calls	s0	3
INS	0	0	0	398	NA	0	NA	351	toilvg-symb	calls	s0	3
DEL	1	1	0	414	1	0.0024	0.0048	351	toilvg-symb	calls	s0	3
INV	0	0	0	411	NA	0	NA	351	toilvg-symb	calls	s0	3
Total	736	737	266	487	0.7345	0.6021	0.6617	0	toilvg-symb	truth	s0	3
INS	277	278	48	120	0.8523	0.6985	0.7678	0	toilvg-symb	truth	s0	3
DEL	329	329	36	86	0.9014	0.7928	0.8436	0	toilvg-symb	truth	s0	3
INV	130	130	182	281	0.4167	0.3163	0.3596	0	toilvg-symb	truth	s0	3
Total	736	737	266	487	0.7345	0.6021	0.6617	6	toilvg-symb	truth	s0	3
INS	277	278	48	120	0.8523	0.6985	0.7678	6	toilvg-symb	truth	s0	3
DEL	329	329	36	86	0.9014	0.7928	0.8436	6	toilvg-symb	truth	s0	3
INV	130	130	182	281	0.4167	0.3163	0.3596	6	toilvg-symb	truth	s0	3
Total	672	673	257	551	0.7234	0.5498	0.6248	36	toilvg-symb	truth	s0	3
INS	254	255	44	143	0.8523	0.6407	0.7315	36	toilvg-symb	truth	s0	3
DEL	290	290	32	125	0.9006	0.6988	0.787	36	toilvg-symb	truth	s0	3
INV	128	128	181	283	0.4142	0.3114	0.3555	36	toilvg-symb	truth	s0	3
Total	607	608	227	616	0.7278	0.4967	0.5904	48.3333	toilvg-symb	truth	s0	3
INS	229	230	39	168	0.8545	0.5779	0.6895	48.3333	toilvg-symb	truth	s0	3
DEL	260	260	22	155	0.922	0.6265	0.7461	48.3333	toilvg-symb	truth	s0	3
INV	118	118	166	293	0.4155	0.2871	0.3396	48.3333	toilvg-symb	truth	s0	3
Total	541	544	203	680	0.7272	0.4444	0.5517	62.6359	toilvg-symb	truth	s0	3
INS	201	202	35	196	0.8517	0.5075	0.636	62.6359	toilvg-symb	truth	s0	3
DEL	242	242	20	173	0.9237	0.5831	0.7149	62.6359	toilvg-symb	truth	s0	3
INV	98	100	148	311	0.3984	0.2433	0.3021	62.6359	toilvg-symb	truth	s0	3
Total	474	477	180	747	0.7248	0.3897	0.5069	71	toilvg-symb	truth	s0	3
INS	178	179	32	219	0.8476	0.4497	0.5876	71	toilvg-symb	truth	s0	3
DEL	205	205	15	210	0.9318	0.494	0.6457	71	toilvg-symb	truth	s0	3
INV	91	93	133	318	0.4062	0.2263	0.2907	71	toilvg-symb	truth	s0	3
Total	390	392	153	832	0.7182	0.3203	0.443	80.96065	toilvg-symb	truth	s0	3
INS	157	158	27	240	0.8533	0.397	0.5419	80.96065	toilvg-symb	truth	s0	3
DEL	159	159	11	256	0.9353	0.3831	0.5436	80.96065	toilvg-symb	truth	s0	3
INV	74	75	115	336	0.3915	0.1825	0.249	80.96065	toilvg-symb	truth	s0	3
Total	317	319	119	905	0.7271	0.2606	0.3837	101.158	toilvg-symb	truth	s0	3
INS	139	140	22	258	0.8634	0.3518	0.4999	101.158	toilvg-symb	truth	s0	3
DEL	136	136	8	279	0.9444	0.3277	0.4866	101.158	toilvg-symb	truth	s0	3
INV	42	43	89	368	0.3206	0.1046	0.1577	101.158	toilvg-symb	truth	s0	3
Total	238	240	98	984	0.7083	0.1961	0.3072	112	toilvg-symb	truth	s0	3
INS	112	113	16	285	0.875	0.2839	0.4287	112	toilvg-symb	truth	s0	3
DEL	94	94	5	321	0.9495	0.2265	0.3658	112	toilvg-symb	truth	s0	3
INV	32	33	77	378	0.2936	0.0803	0.1261	112	toilvg-symb	truth	s0	3
Total	180	181	58	1043	0.7563	0.1479	0.2474	137	toilvg-symb	truth	s0	3
INS	87	87	10	311	0.8969	0.2186	0.3515	137	toilvg-symb	truth	s0	3
DEL	73	73	3	342	0.9605	0.1759	0.2973	137	toilvg-symb	truth	s0	3
INV	20	21	45	390	0.3077	0.0511	0.0876	137	toilvg-symb	truth	s0	3
Total	103	103	16	1121	0.8655	0.0842	0.1535	165.9025	toilvg-symb	truth	s0	3
INS	48	48	1	350	0.9796	0.1206	0.2148	165.9025	toilvg-symb	truth	s0	3
DEL	45	45	0	370	1	0.1084	0.1956	165.9025	toilvg-symb	truth	s0	3
INV	10	10	15	401	0.4	0.0243	0.0458	165.9025	toilvg-symb	truth	s0	3
Total	1	1	0	1223	1	8e-04	0.0016	346	toilvg-symb	truth	s0	3
INS	0	0	0	398	NA	0	NA	346	toilvg-symb	truth	s0	3
DEL	1	1	0	414	1	0.0024	0.0048	346	toilvg-symb	truth	s0	3
INV	0	0	0	411	NA	0	NA	346	toilvg-symb	truth	s0	3
Total	651	675	257	576	0.717	0.5396	0.6158	0	toilvg-symb	calls	s1	3
INS	277	278	57	135	0.8293	0.6731	0.7431	0	toilvg-symb	calls	s1	3
DEL	270	280	53	148	0.8359	0.6542	0.734	0	toilvg-symb	calls	s1	3
INV	104	117	147	293	0.4143	0.2854	0.338	0	toilvg-symb	calls	s1	3
Total	651	675	257	576	0.717	0.5396	0.6158	6	toilvg-symb	calls	s1	3
INS	277	278	57	135	0.8293	0.6731	0.7431	6	toilvg-symb	calls	s1	3
DEL	270	280	53	148	0.8359	0.6542	0.734	6	toilvg-symb	calls	s1	3
INV	104	117	147	293	0.4143	0.2854	0.338	6	toilvg-symb	calls	s1	3
Total	593	613	230	638	0.7205	0.49	0.5833	35.61102	toilvg-symb	calls	s1	3
INS	258	259	50	154	0.8377	0.6271	0.7173	35.61102	toilvg-symb	calls	s1	3
DEL	231	237	34	191	0.8717	0.5537	0.6772	35.61102	toilvg-symb	calls	s1	3
INV	104	117	146	293	0.416	0.2854	0.3385	35.61102	toilvg-symb	calls	s1	3
Total	535	552	202	699	0.7259	0.4412	0.5488	41.47414	toilvg-symb	calls	s1	3
INS	233	234	43	179	0.8442	0.5666	0.6781	41.47414	toilvg-symb	calls	s1	3
DEL	198	201	20	227	0.9083	0.4696	0.6191	41.47414	toilvg-symb	calls	s1	3
INV	104	117	139	293	0.428	0.2854	0.3424	41.47414	toilvg-symb	calls	s1	3
Total	488	502	172	749	0.7394	0.4013	0.5202	60.08802	toilvg-symb	calls	s1	3
INS	220	221	38	192	0.8527	0.5351	0.6576	60.08802	toilvg-symb	calls	s1	3
DEL	176	179	18	249	0.9072	0.4182	0.5725	60.08802	toilvg-symb	calls	s1	3
INV	92	102	116	308	0.4423	0.2488	0.3185	60.08802	toilvg-symb	calls	s1	3
Total	430	443	153	808	0.7376	0.3541	0.4785	69	toilvg-symb	calls	s1	3
INS	199	200	32	213	0.8615	0.4843	0.62	69	toilvg-symb	calls	s1	3
DEL	146	149	14	279	0.9125	0.3481	0.504	69	toilvg-symb	calls	s1	3
INV	85	94	107	316	0.4427	0.2293	0.3021	69	toilvg-symb	calls	s1	3
Total	352	364	132	887	0.7273	0.291	0.4157	77.6825	toilvg-symb	calls	s1	3
INS	169	170	25	243	0.8711	0.4116	0.559	77.6825	toilvg-symb	calls	s1	3
DEL	104	107	8	321	0.9286	0.25	0.3939	77.6825	toilvg-symb	calls	s1	3
INV	79	87	99	323	0.4438	0.2122	0.2871	77.6825	toilvg-symb	calls	s1	3
Total	297	307	100	944	0.7481	0.2454	0.3696	95.72076	toilvg-symb	calls	s1	3
INS	157	158	20	255	0.887	0.3826	0.5346	95.72076	toilvg-symb	calls	s1	3
DEL	88	91	7	337	0.9263	0.2126	0.3458	95.72076	toilvg-symb	calls	s1	3
INV	52	58	73	352	0.416	0.1415	0.2112	95.72076	toilvg-symb	calls	s1	3
Total	224	231	74	1020	0.7517	0.1847	0.2965	109	toilvg-symb	calls	s1	3
INS	128	129	16	284	0.8889	0.3123	0.4622	109	toilvg-symb	calls	s1	3
DEL	65	67	2	361	0.9701	0.1565	0.2695	109	toilvg-symb	calls	s1	3
INV	31	35	56	375	0.3563	0.0854	0.1378	109	toilvg-symb	calls	s1	3
Total	166	169	40	1082	0.8058	0.1351	0.2314	128.7744	toilvg-symb	calls	s1	3
INS	102	103	9	310	0.9189	0.2494	0.3923	128.7744	toilvg-symb	calls	s1	3
DEL	46	47	1	381	0.9787	0.1098	0.1974	128.7744	toilvg-symb	calls	s1	3
INV	18	19	30	391	0.375	0.0463	0.0824	128.7744	toilvg-symb	calls	s1	3
Total	89	90	18	1161	0.8318	0.0719	0.1324	158.2192	toilvg-symb	calls	s1	3
INS	65	65	3	348	0.9559	0.1574	0.2703	158.2192	toilvg-symb	calls	s1	3
DEL	18	19	0	409	1	0.0444	0.085	158.2192	toilvg-symb	calls	s1	3
INV	6	6	15	404	0.2857	0.0146	0.0278	158.2192	toilvg-symb	calls	s1	3
Total	1	1	0	1250	1	8e-04	0.0016	345.711	toilvg-symb	calls	s1	3
INS	1	1	0	412	1	0.0024	0.0048	345.711	toilvg-symb	calls	s1	3
DEL	0	0	0	428	NA	0	NA	345.711	toilvg-symb	calls	s1	3
INV	0	0	0	410	NA	0	NA	345.711	toilvg-symb	calls	s1	3
Total	709	710	276	541	0.7198	0.5675	0.6346	0	toilvg-symb	truth	s1	3
INS	288	288	55	125	0.8397	0.6973	0.7619	0	toilvg-symb	truth	s1	3
DEL	295	295	63	133	0.824	0.6893	0.7507	0	toilvg-symb	truth	s1	3
INV	126	127	158	283	0.4437	0.3098	0.3649	0	toilvg-symb	truth	s1	3
Total	709	710	276	541	0.7198	0.5675	0.6346	15.9057	toilvg-symb	truth	s1	3
INS	288	288	55	125	0.8397	0.6973	0.7619	15.9057	toilvg-symb	truth	s1	3
DEL	295	295	63	133	0.824	0.6893	0.7507	15.9057	toilvg-symb	truth	s1	3
INV	126	127	158	283	0.4437	0.3098	0.3649	15.9057	toilvg-symb	truth	s1	3
Total	655	656	254	595	0.7206	0.5244	0.607	36	toilvg-symb	truth	s1	3
INS	272	272	54	141	0.8344	0.6586	0.7361	36	toilvg-symb	truth	s1	3
DEL	257	257	45	171	0.851	0.6005	0.7041	36	toilvg-symb	truth	s1	3
INV	126	127	155	283	0.4484	0.3098	0.3664	36	toilvg-symb	truth	s1	3
Total	585	586	228	665	0.7196	0.4684	0.5674	46.3333	toilvg-symb	truth	s1	3
INS	244	244	49	169	0.8328	0.5908	0.6912	46.3333	toilvg-symb	truth	s1	3
DEL	222	222	34	206	0.8672	0.5187	0.6491	46.3333	toilvg-symb	truth	s1	3
INV	119	120	145	290	0.4508	0.2927	0.3549	46.3333	toilvg-symb	truth	s1	3
Total	533	534	198	717	0.7291	0.4269	0.5385	63.6468	toilvg-symb	truth	s1	3
INS	229	229	44	184	0.8388	0.5545	0.6676	63.6468	toilvg-symb	truth	s1	3
DEL	205	205	31	223	0.8686	0.479	0.6175	63.6468	toilvg-symb	truth	s1	3
INV	99	100	123	310	0.4459	0.2439	0.3153	63.6468	toilvg-symb	truth	s1	3
Total	450	451	166	800	0.7305	0.3605	0.4828	71.8771	toilvg-symb	truth	s1	3
INS	199	199	40	214	0.8326	0.4818	0.6104	71.8771	toilvg-symb	truth	s1	3
DEL	159	159	19	269	0.8933	0.3715	0.5248	71.8771	toilvg-symb	truth	s1	3
INV	92	93	107	317	0.4623	0.2268	0.3043	71.8771	toilvg-symb	truth	s1	3
Total	371	372	144	879	0.7204	0.2974	0.421	81.8095	toilvg-symb	truth	s1	3
INS	174	174	35	239	0.8325	0.4213	0.5595	81.8095	toilvg-symb	truth	s1	3
DEL	121	121	13	307	0.903	0.2827	0.4306	81.8095	toilvg-symb	truth	s1	3
INV	76	77	96	333	0.4419	0.1878	0.2636	81.8095	toilvg-symb	truth	s1	3
Total	306	307	111	944	0.7338	0.2454	0.3678	100.916	toilvg-symb	truth	s1	3
INS	154	154	29	259	0.8415	0.3729	0.5168	100.916	toilvg-symb	truth	s1	3
DEL	101	101	12	327	0.8938	0.236	0.3734	100.916	toilvg-symb	truth	s1	3
INV	51	52	70	358	0.4215	0.1268	0.195	100.916	toilvg-symb	truth	s1	3
Total	234	235	82	1016	0.7405	0.1878	0.2996	112.652	toilvg-symb	truth	s1	3
