type	TP	TP.baseline	FP	FN	precision	recall	F1	qual
INS	6144	6067	3888	7967	0.6124	0.4323	0.5068	99
DEL	3561	3584	1016	6323	0.778	0.3618	0.4939	99
INV	10	10	7	55	0.5882	0.1538	0.2438	99
Total	9357	9308	4617	14698	0.6696	0.3877	0.4911	110
INS	5921	5851	3675	8183	0.617	0.4169	0.4976	110
DEL	3426	3447	935	6460	0.7856	0.3479	0.4822	110
INV	10	10	7	55	0.5882	0.1538	0.2438	110
Total	8632	8603	4115	15403	0.6772	0.3584	0.4687	133
INS	5462	5411	3294	8623	0.6238	0.3856	0.4766	133
DEL	3160	3182	815	6725	0.795	0.3212	0.4575	133
INV	10	10	6	55	0.625	0.1538	0.2469	133
Total	7649	7634	3412	16372	0.6915	0.318	0.4357	167
INS	4844	4809	2760	9225	0.637	0.3427	0.4456	167
DEL	2795	2815	646	7092	0.8123	0.2841	0.421	167
INV	10	10	6	55	0.625	0.1538	0.2469	167
Total	7251	7244	3144	16762	0.6975	0.3018	0.4213	180
INS	4605	4578	2565	9456	0.6423	0.3262	0.4327	180
DEL	2636	2656	573	7251	0.8214	0.2681	0.4043	180
INV	10	10	6	55	0.625	0.1538	0.2469	180
Total	5719	5734	2067	18272	0.7345	0.2389	0.3605	250
INS	3692	3697	1750	10337	0.6784	0.2634	0.3795	250
DEL	2020	2030	311	7877	0.8666	0.2049	0.3314	250
INV	7	7	6	58	0.5385	0.1077	0.1795	250
Total	4180	4192	1205	19814	0.7762	0.1746	0.2851	350
INS	2744	2752	1049	11282	0.7234	0.1961	0.3086	350
DEL	1430	1434	154	8473	0.9028	0.1447	0.2494	350
INV	6	6	2	59	0.75	0.0923	0.1644	350
Total	3092	3105	706	20901	0.8141	0.1293	0.2232	450
INS	2073	2083	639	11951	0.7644	0.1484	0.2485	450
DEL	1018	1021	66	8886	0.9391	0.1031	0.1858	450
INV	1	1	1	64	0.5	0.0154	0.0299	450
Total	2256	2263	445	21743	0.8352	0.0943	0.1695	550
INS	1543	1551	415	12483	0.788	0.1105	0.1938	550
DEL	712	711	29	9196	0.9609	0.0718	0.1336	550
INV	1	1	1	64	0.5	0.0154	0.0299	550
Total	1587	1592	309	22414	0.837	0.0663	0.1229	650
INS	1103	1108	289	12926	0.7924	0.079	0.1437	650
DEL	483	483	20	9424	0.9602	0.0488	0.0929	650
INV	1	1	0	64	1	0.0154	0.0303	650
