type	TP	TP.baseline	FP	FN	precision	recall	F1	qual
Total	3770	3781	1120	938	0.771	0.8012	0.7858	50
INS	2609	2606	943	585	0.7345	0.8167	0.7734	50
DEL	1154	1168	173	333	0.8696	0.7781	0.8213	50
INV	7	7	4	20	0.6364	0.2593	0.3685	50
Total	3744	3756	1107	963	0.7718	0.7959	0.7837	60
INS	2587	2585	931	606	0.7354	0.8101	0.7709	60
DEL	1150	1164	172	337	0.8699	0.7755	0.82	60
INV	7	7	4	20	0.6364	0.2593	0.3685	60
Total	3695	3707	1067	1012	0.7759	0.7855	0.7807	75
INS	2547	2545	897	646	0.7395	0.7976	0.7675	75
DEL	1142	1156	166	345	0.8731	0.7702	0.8184	75
INV	6	6	4	21	0.6	0.2222	0.3243	75
Total	3637	3650	1021	1069	0.7808	0.7735	0.7771	90
INS	2502	2501	854	690	0.7455	0.7838	0.7642	90
DEL	1129	1143	163	358	0.8738	0.7615	0.8138	90
INV	6	6	4	21	0.6	0.2222	0.3243	90
Total	3594	3607	999	1112	0.7825	0.7644	0.7733	99
INS	2470	2469	835	722	0.7474	0.7737	0.7603	99
DEL	1118	1132	160	369	0.8748	0.7542	0.81	99
INV	6	6	4	21	0.6	0.2222	0.3243	99
Total	3518	3531	960	1188	0.7856	0.7483	0.7665	110
INS	2410	2409	799	782	0.751	0.7549	0.7529	110
DEL	1102	1116	157	385	0.8753	0.7435	0.804	110
INV	6	6	4	21	0.6	0.2222	0.3243	110
Total	3332	3344	875	1375	0.792	0.7086	0.748	133
INS	2268	2268	727	923	0.7573	0.7107	0.7333	133
DEL	1058	1070	144	431	0.8802	0.7129	0.7878	133
INV	6	6	4	21	0.6	0.2222	0.3243	133
Total	3041	3050	722	1669	0.8081	0.6463	0.7182	167
INS	2059	2057	590	1134	0.7773	0.6446	0.7048	167
DEL	976	987	128	514	0.8841	0.6576	0.7542	167
INV	6	6	4	21	0.6	0.2222	0.3243	167
Total	2920	2931	661	1788	0.8154	0.6211	0.7051	180
INS	1966	1967	536	1224	0.7858	0.6164	0.6909	180
DEL	948	958	121	543	0.8868	0.6382	0.7422	180
INV	6	6	4	21	0.6	0.2222	0.3243	180
Total	2363	2371	424	2348	0.8479	0.5024	0.6309	250
INS	1594	1597	346	1594	0.8216	0.5005	0.6221	250
DEL	765	770	74	731	0.9118	0.513	0.6566	250
INV	4	4	4	23	0.5	0.1481	0.2285	250
Total	1793	1799	227	2920	0.8876	0.3812	0.5333	350
INS	1211	1215	188	1976	0.8656	0.3808	0.5289	350
DEL	579	581	37	920	0.9399	0.3871	0.5484	350
INV	3	3	2	24	0.6	0.1111	0.1875	350
Total	1371	1372	108	3347	0.927	0.2907	0.4426	450
INS	948	948	97	2243	0.9072	0.2971	0.4476	450
DEL	423	424	10	1077	0.9769	0.2825	0.4383	450
INV	0	0	1	27	0	0	NA	450
Total	1050	1050	53	3669	0.9519	0.2225	0.3607	550
INS	735	735	50	2456	0.9363	0.2303	0.3697	550
DEL	315	315	2	1186	0.9937	0.2099	0.3466	550
INV	0	0	1	27	0	0	NA	550
Total	740	740	25	3979	0.9673	0.1568	0.2699	650
INS	532	532	24	2659	0.9568	0.1667	0.2839	650
DEL	208	208	1	1293	0.9952	0.1386	0.2433	650
INV	0	0	0	27	NA	0	NA	650
